TIME_PERIOD;GEO;AGE;SEX;OBS_VALUE;OBS_STATUS
2020-W19;CH01;Y85T89;M;20;P
2020-W19;CH01;Y_GE90;T;58;P
2020-W19;CH01;Y_GE90;F;44;P
2020-W19;CH01;Y_GE90;M;14;P
2020-W19;CH02;_T;T;279;P
2020-W19;CH02;_T;F;132;P
2020-W19;CH02;_T;M;147;P
2020-W19;CH02;Y0T4;T;1;P
2020-W19;CH02;Y0T4;F;1;P
2020-W19;CH02;Y20T24;T;1;P
2020-W19;CH02;Y20T24;M;1;P
2020-W19;CH02;Y30T34;T;1;P
2020-W19;CH02;Y30T34;M;1;P
2020-W19;CH02;Y35T39;T;3;P
2020-W19;CH02;Y35T39;F;1;P
2020-W19;CH02;Y35T39;M;2;P
2020-W19;CH02;Y40T44;T;1;P
2020-W19;CH02;Y40T44;F;1;P
2020-W19;CH02;Y45T49;T;4;P
2020-W19;CH02;Y45T49;F;1;P
2020-W19;CH02;Y45T49;M;3;P
2020-W19;CH02;Y50T54;T;5;P
2020-W19;CH02;Y50T54;F;3;P
2020-W19;CH02;Y50T54;M;2;P
2020-W19;CH02;Y55T59;T;14;P
2020-W19;CH02;Y55T59;F;5;P
2020-W19;CH02;Y55T59;M;9;P
2020-W19;CH02;Y60T64;T;12;P
2020-W19;CH02;Y60T64;F;4;P
2020-W19;CH02;Y60T64;M;8;P
2020-W19;CH02;Y65T69;T;14;P
2020-W19;CH02;Y65T69;F;2;P
2020-W19;CH02;Y65T69;M;12;P
2020-W19;CH02;Y70T74;T;28;P
2020-W19;CH02;Y70T74;F;12;P
2020-W19;CH02;Y70T74;M;16;P
2020-W19;CH02;Y75T79;T;29;P
2020-W19;CH02;Y75T79;F;16;P
2020-W19;CH02;Y75T79;M;13;P
2020-W19;CH02;Y80T84;T;35;P
2020-W19;CH02;Y80T84;F;13;P
2020-W19;CH02;Y80T84;M;22;P
2020-W19;CH02;Y85T89;T;58;P
2020-W19;CH02;Y85T89;F;28;P
2020-W19;CH02;Y85T89;M;30;P
2020-W19;CH02;Y_GE90;T;73;P
2020-W19;CH02;Y_GE90;F;45;P
2020-W19;CH02;Y_GE90;M;28;P
2020-W19;CH03;_T;T;167;P
2020-W19;CH03;_T;F;78;P
2020-W19;CH03;_T;M;89;P
2020-W19;CH03;Y0T4;T;1;P
2020-W19;CH03;Y0T4;F;1;P
2020-W19;CH03;Y20T24;T;1;P
2020-W19;CH03;Y20T24;M;1;P
2020-W19;CH03;Y35T39;T;3;P
2020-W19;CH03;Y35T39;M;3;P
2020-W19;CH03;Y50T54;T;4;P
2020-W19;CH03;Y50T54;F;1;P
2020-W19;CH03;Y50T54;M;3;P
2020-W19;CH03;Y55T59;T;4;P
2020-W19;CH03;Y55T59;F;2;P
2020-W19;CH03;Y55T59;M;2;P
2020-W19;CH03;Y60T64;T;10;P
2020-W19;CH03;Y60T64;F;4;P
2020-W19;CH03;Y60T64;M;6;P
2020-W19;CH03;Y65T69;T;15;P
2020-W19;CH03;Y65T69;F;6;P
2020-W19;CH03;Y65T69;M;9;P
2020-W19;CH03;Y70T74;T;10;P
2020-W19;CH03;Y70T74;F;2;P
2020-W19;CH03;Y70T74;M;8;P
2020-W19;CH03;Y75T79;T;18;P
2020-W19;CH03;Y75T79;F;9;P
2020-W19;CH03;Y75T79;M;9;P
2020-W19;CH03;Y80T84;T;20;P
2020-W19;CH03;Y80T84;F;10;P
2020-W19;CH03;Y80T84;M;10;P
2020-W19;CH03;Y85T89;T;37;P
2020-W19;CH03;Y85T89;F;18;P
2020-W19;CH03;Y85T89;M;19;P
2020-W19;CH03;Y_GE90;T;44;P
2020-W19;CH03;Y_GE90;F;25;P
2020-W19;CH03;Y_GE90;M;19;P
2020-W19;CH04;_T;T;199;P
2020-W19;CH04;_T;F;107;P
2020-W19;CH04;_T;M;92;P
2020-W19;CH04;Y25T29;T;1;P
2020-W19;CH04;Y25T29;F;1;P
2020-W19;CH04;Y30T34;T;1;P
2020-W19;CH04;Y30T34;M;1;P
2020-W19;CH04;Y35T39;T;1;P
2020-W19;CH04;Y35T39;M;1;P
2020-W19;CH04;Y40T44;T;1;P
2020-W19;CH04;Y40T44;M;1;P
2020-W19;CH04;Y45T49;T;1;P
2020-W19;CH04;Y45T49;M;1;P
2020-W19;CH04;Y50T54;T;5;P
2020-W19;CH04;Y50T54;F;1;P
2020-W19;CH04;Y50T54;M;4;P
2020-W19;CH04;Y55T59;T;5;P
2020-W19;CH04;Y55T59;F;2;P
2020-W19;CH04;Y55T59;M;3;P
2020-W19;CH04;Y60T64;T;7;P
2020-W19;CH04;Y60T64;F;3;P
2020-W19;CH04;Y60T64;M;4;P
2020-W19;CH04;Y65T69;T;8;P
2020-W19;CH04;Y65T69;F;4;P
2020-W19;CH04;Y65T69;M;4;P
2020-W19;CH04;Y70T74;T;21;P
2020-W19;CH04;Y70T74;F;8;P
2020-W19;CH04;Y70T74;M;13;P
2020-W19;CH04;Y75T79;T;22;P
2020-W19;CH04;Y75T79;F;13;P
2020-W19;CH04;Y75T79;M;9;P
2020-W19;CH04;Y80T84;T;29;P
2020-W19;CH04;Y80T84;F;10;P
2020-W19;CH04;Y80T84;M;19;P
2020-W19;CH04;Y85T89;T;45;P
2020-W19;CH04;Y85T89;F;27;P
2020-W19;CH04;Y85T89;M;18;P
2020-W19;CH04;Y_GE90;T;52;P
2020-W19;CH04;Y_GE90;F;38;P
2020-W19;CH04;Y_GE90;M;14;P
2020-W19;CH05;_T;T;163;P
2020-W19;CH05;_T;F;93;P
2020-W19;CH05;_T;M;70;P
2020-W19;CH05;Y15T19;T;1;P
2020-W19;CH05;Y15T19;F;1;P
2020-W19;CH05;Y20T24;T;1;P
2020-W19;CH05;Y20T24;F;1;P
2020-W19;CH05;Y35T39;T;1;P
2020-W19;CH05;Y35T39;F;1;P
2020-W19;CH05;Y45T49;T;3;P
2020-W19;CH05;Y45T49;M;3;P
2020-W19;CH05;Y50T54;T;3;P
2020-W19;CH05;Y50T54;F;1;P
2020-W19;CH05;Y50T54;M;2;P
2020-W19;CH05;Y55T59;T;9;P
2020-W19;CH05;Y55T59;F;7;P
2020-W19;CH05;Y55T59;M;2;P
2020-W19;CH05;Y60T64;T;6;P
2020-W19;CH05;Y60T64;F;3;P
2020-W19;CH05;Y60T64;M;3;P
2020-W19;CH05;Y65T69;T;4;P
2020-W19;CH05;Y65T69;F;1;P
2020-W19;CH05;Y65T69;M;3;P
2020-W19;CH05;Y70T74;T;18;P
2020-W19;CH05;Y70T74;F;7;P
2020-W19;CH05;Y70T74;M;11;P
2020-W19;CH05;Y75T79;T;19;P
2020-W19;CH05;Y75T79;F;9;P
2020-W19;CH05;Y75T79;M;10;P
2020-W19;CH05;Y80T84;T;20;P
2020-W19;CH05;Y80T84;F;8;P
2020-W19;CH05;Y80T84;M;12;P
2020-W19;CH05;Y85T89;T;36;P
2020-W19;CH05;Y85T89;F;21;P
2020-W19;CH05;Y85T89;M;15;P
2020-W19;CH05;Y_GE90;T;42;P
2020-W19;CH05;Y_GE90;F;33;P
2020-W19;CH05;Y_GE90;M;9;P
2020-W19;CH06;_T;T;103;P
2020-W19;CH06;_T;F;51;P
2020-W19;CH06;_T;M;52;P
2020-W19;CH06;Y0T4;T;1;P
2020-W19;CH06;Y0T4;F;1;P
2020-W19;CH06;Y35T39;T;3;P
2020-W19;CH06;Y35T39;F;1;P
2020-W19;CH06;Y35T39;M;2;P
2020-W19;CH06;Y45T49;T;1;P
2020-W19;CH06;Y45T49;M;1;P
2020-W19;CH06;Y50T54;T;1;P
2020-W19;CH06;Y50T54;F;1;P
2020-W19;CH06;Y55T59;T;3;P
2020-W19;CH06;Y55T59;M;3;P
2020-W19;CH06;Y60T64;T;4;P
2020-W19;CH06;Y60T64;F;2;P
2020-W19;CH06;Y60T64;M;2;P
2020-W19;CH06;Y65T69;T;4;P
2020-W19;CH06;Y65T69;F;2;P
2020-W19;CH06;Y65T69;M;2;P
2020-W19;CH06;Y70T74;T;8;P
2020-W19;CH06;Y70T74;F;4;P
2020-W19;CH06;Y70T74;M;4;P
2020-W19;CH06;Y75T79;T;18;P
2020-W19;CH06;Y75T79;F;9;P
2020-W19;CH06;Y75T79;M;9;P
2020-W19;CH06;Y80T84;T;18;P
2020-W19;CH06;Y80T84;F;6;P
2020-W19;CH06;Y80T84;M;12;P
2020-W19;CH06;Y85T89;T;15;P
2020-W19;CH06;Y85T89;F;6;P
2020-W19;CH06;Y85T89;M;9;P
2020-W19;CH06;Y_GE90;T;27;P
2020-W19;CH06;Y_GE90;F;19;P
2020-W19;CH06;Y_GE90;M;8;P
2020-W19;CH07;_T;T;81;P
2020-W19;CH07;_T;F;41;P
2020-W19;CH07;_T;M;40;P
2020-W19;CH07;Y50T54;T;4;P
2020-W19;CH07;Y50T54;F;1;P
2020-W19;CH07;Y50T54;M;3;P
2020-W19;CH07;Y55T59;T;2;P
2020-W19;CH07;Y55T59;F;2;P
2020-W19;CH07;Y60T64;T;4;P
2020-W19;CH07;Y60T64;F;2;P
2020-W19;CH07;Y60T64;M;2;P
2020-W19;CH07;Y65T69;T;6;P
2020-W19;CH07;Y65T69;F;2;P
2020-W19;CH07;Y65T69;M;4;P
2020-W19;CH07;Y70T74;T;8;P
2020-W19;CH07;Y70T74;F;4;P
2020-W19;CH07;Y70T74;M;4;P
2020-W19;CH07;Y75T79;T;9;P
2020-W19;CH07;Y75T79;F;2;P
2020-W19;CH07;Y75T79;M;7;P
2020-W19;CH07;Y80T84;T;16;P
2020-W19;CH07;Y80T84;F;10;P
2020-W19;CH07;Y80T84;M;6;P
2020-W19;CH07;Y85T89;T;14;P
2020-W19;CH07;Y85T89;F;10;P
2020-W19;CH07;Y85T89;M;4;P
2020-W19;CH07;Y_GE90;T;18;P
2020-W19;CH07;Y_GE90;F;8;P
2020-W19;CH07;Y_GE90;M;10;P
2020-W20;CH;_T;T;1153;P
2020-W20;CH;_T;F;601;P
2020-W20;CH;_T;M;552;P
2020-W20;CH;Y0T4;T;9;P
2020-W20;CH;Y0T4;F;2;P
2020-W20;CH;Y0T4;M;7;P
2020-W20;CH;Y5T9;T;1;P
2020-W20;CH;Y5T9;F;1;P
2020-W20;CH;Y15T19;T;1;P
2020-W20;CH;Y15T19;M;1;P
2020-W20;CH;Y20T24;T;3;P
2020-W20;CH;Y20T24;F;1;P
2020-W20;CH;Y20T24;M;2;P
2020-W20;CH;Y25T29;T;5;P
2020-W20;CH;Y25T29;F;2;P
2020-W20;CH;Y25T29;M;3;P
2020-W20;CH;Y30T34;T;5;P
2020-W20;CH;Y30T34;F;2;P
2020-W20;CH;Y30T34;M;3;P
2020-W20;CH;Y35T39;T;4;P
2020-W20;CH;Y35T39;F;4;P
2020-W20;CH;Y40T44;T;7;P
2020-W20;CH;Y40T44;F;1;P
2020-W20;CH;Y40T44;M;6;P
2020-W20;CH;Y45T49;T;15;P
2020-W20;CH;Y45T49;F;7;P
2020-W20;CH;Y45T49;M;8;P
2020-W20;CH;Y50T54;T;28;P
2020-W20;CH;Y50T54;F;8;P
2020-W20;CH;Y50T54;M;20;P
2020-W20;CH;Y55T59;T;41;P
2020-W20;CH;Y55T59;F;24;P
2020-W20;CH;Y55T59;M;17;P
2020-W20;CH;Y60T64;T;50;P
2020-W20;CH;Y60T64;F;18;P
2020-W20;CH;Y60T64;M;32;P
2020-W20;CH;Y65T69;T;53;P
2020-W20;CH;Y65T69;F;18;P
2020-W20;CH;Y65T69;M;35;P
2020-W20;CH;Y70T74;T;97;P
2020-W20;CH;Y70T74;F;43;P
2020-W20;CH;Y70T74;M;54;P
2020-W20;CH;Y75T79;T;137;P
2020-W20;CH;Y75T79;F;61;P
2020-W20;CH;Y75T79;M;76;P
2020-W20;CH;Y80T84;T;171;P
2020-W20;CH;Y80T84;F;72;P
2020-W20;CH;Y80T84;M;99;P
2020-W20;CH;Y85T89;T;207;P
2020-W20;CH;Y85T89;F;126;P
2020-W20;CH;Y85T89;M;81;P
2020-W20;CH;Y_GE90;T;319;P
2020-W20;CH;Y_GE90;F;211;P
2020-W20;CH;Y_GE90;M;108;P
2020-W20;CH01;_T;T;200;P
2020-W20;CH01;_T;F;116;P
2020-W20;CH01;_T;M;84;P
2020-W20;CH01;Y0T4;T;2;P
2020-W20;CH01;Y0T4;F;1;P
2020-W20;CH01;Y0T4;M;1;P
2020-W20;CH01;Y20T24;T;1;P
2020-W20;CH01;Y20T24;F;1;P
2020-W20;CH01;Y25T29;T;2;P
2020-W20;CH01;Y25T29;F;1;P
2020-W20;CH01;Y25T29;M;1;P
2020-W20;CH01;Y30T34;T;1;P
2020-W20;CH01;Y30T34;M;1;P
2020-W20;CH01;Y35T39;T;1;P
2020-W20;CH01;Y35T39;F;1;P
2020-W20;CH01;Y40T44;T;1;P
2020-W20;CH01;Y40T44;F;1;P
2020-W20;CH01;Y45T49;T;2;P
2020-W20;CH01;Y45T49;F;2;P
2020-W20;CH01;Y50T54;T;5;P
2020-W20;CH01;Y50T54;M;5;P
2020-W20;CH01;Y55T59;T;9;P
2020-W20;CH01;Y55T59;F;7;P
2020-W20;CH01;Y55T59;M;2;P
2020-W20;CH01;Y60T64;T;7;P
2020-W20;CH01;Y60T64;F;4;P
2020-W20;CH01;Y60T64;M;3;P
2020-W20;CH01;Y65T69;T;9;P
2020-W20;CH01;Y65T69;F;3;P
2020-W20;CH01;Y65T69;M;6;P
2020-W20;CH01;Y70T74;T;18;P
2020-W20;CH01;Y70T74;F;10;P
2020-W20;CH01;Y70T74;M;8;P
2020-W20;CH01;Y75T79;T;22;P
2020-W20;CH01;Y75T79;F;12;P
2020-W20;CH01;Y75T79;M;10;P
2020-W20;CH01;Y80T84;T;23;P
2020-W20;CH01;Y80T84;F;10;P
2020-W20;CH01;Y80T84;M;13;P
2020-W20;CH01;Y85T89;T;37;P
2020-W20;CH01;Y85T89;F;24;P
2020-W20;CH01;Y85T89;M;13;P
2020-W20;CH01;Y_GE90;T;60;P
2020-W20;CH01;Y_GE90;F;39;P
2020-W20;CH01;Y_GE90;M;21;P
2020-W20;CH02;_T;T;299;P
2020-W20;CH02;_T;F;142;P
2020-W20;CH02;_T;M;157;P
2020-W20;CH02;Y20T24;T;1;P
2020-W20;CH02;Y20T24;M;1;P
2020-W20;CH02;Y25T29;T;1;P
2020-W20;CH02;Y25T29;M;1;P
2020-W20;CH02;Y30T34;T;1;P
2020-W20;CH02;Y30T34;F;1;P
2020-W20;CH02;Y35T39;T;2;P
2020-W20;CH02;Y35T39;F;2;P
2020-W20;CH02;Y40T44;T;2;P
2020-W20;CH02;Y40T44;M;2;P
2020-W20;CH02;Y45T49;T;5;P
2020-W20;CH02;Y45T49;F;2;P
2020-W20;CH02;Y45T49;M;3;P
2020-W20;CH02;Y50T54;T;5;P
2020-W20;CH02;Y50T54;F;2;P
2020-W20;CH02;Y50T54;M;3;P
2020-W20;CH02;Y55T59;T;12;P
2020-W20;CH02;Y55T59;F;5;P
2020-W20;CH02;Y55T59;M;7;P
2020-W20;CH02;Y60T64;T;16;P
2020-W20;CH02;Y60T64;F;2;P
2020-W20;CH02;Y60T64;M;14;P
2020-W20;CH02;Y65T69;T;18;P
2020-W20;CH02;Y65T69;F;3;P
2020-W20;CH02;Y65T69;M;15;P
2020-W20;CH02;Y70T74;T;27;P
2020-W20;CH02;Y70T74;F;12;P
2020-W20;CH02;Y70T74;M;15;P
2020-W20;CH02;Y75T79;T;40;P
2020-W20;CH02;Y75T79;F;15;P
2020-W20;CH02;Y75T79;M;25;P
2020-W20;CH02;Y80T84;T;47;P
2020-W20;CH02;Y80T84;F;21;P
2020-W20;CH02;Y80T84;M;26;P
2020-W20;CH02;Y85T89;T;49;P
2020-W20;CH02;Y85T89;F;31;P
2020-W20;CH02;Y85T89;M;18;P
2020-W20;CH02;Y_GE90;T;73;P
2020-W20;CH02;Y_GE90;F;46;P
2020-W20;CH02;Y_GE90;M;27;P
2020-W20;CH03;_T;T;162;P
2020-W20;CH03;_T;F;83;P
2020-W20;CH03;_T;M;79;P
2020-W20;CH03;Y0T4;T;1;P
2020-W20;CH03;Y0T4;M;1;P
2020-W20;CH03;Y15T19;T;1;P
2020-W20;CH03;Y15T19;M;1;P
2020-W20;CH03;Y25T29;T;1;P
2020-W20;CH03;Y25T29;F;1;P
2020-W20;CH03;Y30T34;T;1;P
2020-W20;CH03;Y30T34;M;1;P
2020-W20;CH03;Y35T39;T;1;P
2020-W20;CH03;Y35T39;F;1;P
2020-W20;CH03;Y45T49;T;1;P
2020-W20;CH03;Y45T49;M;1;P
2020-W20;CH03;Y50T54;T;8;P
2020-W20;CH03;Y50T54;F;1;P
2020-W20;CH03;Y50T54;M;7;P
2020-W20;CH03;Y55T59;T;8;P
2020-W20;CH03;Y55T59;F;6;P
2020-W20;CH03;Y55T59;M;2;P
2020-W20;CH03;Y60T64;T;7;P
2020-W20;CH03;Y60T64;F;3;P
2020-W20;CH03;Y60T64;M;4;P
2020-W20;CH03;Y65T69;T;2;P
2020-W20;CH03;Y65T69;F;1;P
2020-W20;CH03;Y65T69;M;1;P
2020-W20;CH03;Y70T74;T;14;P
2020-W20;CH03;Y70T74;F;3;P
2020-W20;CH03;Y70T74;M;11;P
2020-W20;CH03;Y75T79;T;21;P
2020-W20;CH03;Y75T79;F;10;P
2020-W20;CH03;Y75T79;M;11;P
2020-W20;CH03;Y80T84;T;23;P
2020-W20;CH03;Y80T84;F;11;P
2020-W20;CH03;Y80T84;M;12;P
2020-W20;CH03;Y85T89;T;30;P
2020-W20;CH03;Y85T89;F;21;P
2020-W20;CH03;Y85T89;M;9;P
2020-W20;CH03;Y_GE90;T;43;P
2020-W20;CH03;Y_GE90;F;25;P
2020-W20;CH03;Y_GE90;M;18;P
2020-W20;CH04;_T;T;185;P
2020-W20;CH04;_T;F;103;P
2020-W20;CH04;_T;M;82;P
2020-W20;CH04;Y0T4;T;3;P
2020-W20;CH04;Y0T4;M;3;P
2020-W20;CH04;Y5T9;T;1;P
2020-W20;CH04;Y5T9;F;1;P
2020-W20;CH04;Y40T44;T;2;P
2020-W20;CH04;Y40T44;M;2;P
2020-W20;CH04;Y45T49;T;1;P
2020-W20;CH04;Y45T49;F;1;P
2020-W20;CH04;Y50T54;T;5;P
2020-W20;CH04;Y50T54;F;3;P
2020-W20;CH04;Y50T54;M;2;P
2020-W20;CH04;Y55T59;T;3;P
2020-W20;CH04;Y55T59;F;2;P
2020-W20;CH04;Y55T59;M;1;P
2020-W20;CH04;Y60T64;T;7;P
2020-W20;CH04;Y60T64;F;3;P
2020-W20;CH04;Y60T64;M;4;P
2020-W20;CH04;Y65T69;T;5;P
2020-W20;CH04;Y65T69;F;2;P
2020-W20;CH04;Y65T69;M;3;P
2020-W20;CH04;Y70T74;T;14;P
2020-W20;CH04;Y70T74;F;6;P
2020-W20;CH04;Y70T74;M;8;P
2020-W20;CH04;Y75T79;T;24;P
2020-W20;CH04;Y75T79;F;12;P
2020-W20;CH04;Y75T79;M;12;P
2020-W20;CH04;Y80T84;T;23;P
2020-W20;CH04;Y80T84;F;8;P
2020-W20;CH04;Y80T84;M;15;P
2020-W20;CH04;Y85T89;T;34;P
2020-W20;CH04;Y85T89;F;20;P
2020-W20;CH04;Y85T89;M;14;P
2020-W20;CH04;Y_GE90;T;63;P
2020-W20;CH04;Y_GE90;F;45;P
2020-W20;CH04;Y_GE90;M;18;P
2020-W20;CH05;_T;T;148;P
2020-W20;CH05;_T;F;75;P
2020-W20;CH05;_T;M;73;P
2020-W20;CH05;Y0T4;T;2;P
2020-W20;CH05;Y0T4;M;2;P
2020-W20;CH05;Y25T29;T;1;P
2020-W20;CH05;Y25T29;M;1;P
2020-W20;CH05;Y30T34;T;1;P
2020-W20;CH05;Y30T34;F;1;P
2020-W20;CH05;Y40T44;T;1;P
2020-W20;CH05;Y40T44;M;1;P
2020-W20;CH05;Y45T49;T;1;P
2020-W20;CH05;Y45T49;M;1;P
2020-W20;CH05;Y50T54;T;2;P
2020-W20;CH05;Y50T54;F;2;P
2020-W20;CH05;Y55T59;T;2;P
2020-W20;CH05;Y55T59;F;1;P
2020-W20;CH05;Y55T59;M;1;P
2020-W20;CH05;Y60T64;T;4;P
2020-W20;CH05;Y60T64;M;4;P
2020-W20;CH05;Y65T69;T;11;P
2020-W20;CH05;Y65T69;F;6;P
2020-W20;CH05;Y65T69;M;5;P
2020-W20;CH05;Y70T74;T;13;P
2020-W20;CH05;Y70T74;F;8;P
2020-W20;CH05;Y70T74;M;5;P
2020-W20;CH05;Y75T79;T;16;P
2020-W20;CH05;Y75T79;F;5;P
2020-W20;CH05;Y75T79;M;11;P
2020-W20;CH05;Y80T84;T;28;P
2020-W20;CH05;Y80T84;F;13;P
2020-W20;CH05;Y80T84;M;15;P
2020-W20;CH05;Y85T89;T;27;P
2020-W20;CH05;Y85T89;F;14;P
2020-W20;CH05;Y85T89;M;13;P
2020-W20;CH05;Y_GE90;T;39;P
2020-W20;CH05;Y_GE90;F;25;P
2020-W20;CH05;Y_GE90;M;14;P
2020-W20;CH06;_T;T;95;P
2020-W20;CH06;_T;F;49;P
2020-W20;CH06;_T;M;46;P
2020-W20;CH06;Y0T4;T;1;P
2020-W20;CH06;Y0T4;F;1;P
2020-W20;CH06;Y20T24;T;1;P
2020-W20;CH06;Y20T24;M;1;P
2020-W20;CH06;Y40T44;T;1;P
2020-W20;CH06;Y40T44;M;1;P
2020-W20;CH06;Y45T49;T;2;P
2020-W20;CH06;Y45T49;M;2;P
2020-W20;CH06;Y50T54;T;1;P
2020-W20;CH06;Y50T54;M;1;P
2020-W20;CH06;Y55T59;T;4;P
2020-W20;CH06;Y55T59;F;2;P
2020-W20;CH06;Y55T59;M;2;P
2020-W20;CH06;Y60T64;T;4;P
2020-W20;CH06;Y60T64;F;4;P
2020-W20;CH06;Y65T69;T;3;P
2020-W20;CH06;Y65T69;F;2;P
2020-W20;CH06;Y65T69;M;1;P
2020-W20;CH06;Y70T74;T;5;P
2020-W20;CH06;Y70T74;F;2;P
2020-W20;CH06;Y70T74;M;3;P
2020-W20;CH06;Y75T79;T;9;P
2020-W20;CH06;Y75T79;F;3;P
2020-W20;CH06;Y75T79;M;6;P
2020-W20;CH06;Y80T84;T;17;P
2020-W20;CH06;Y80T84;F;5;P
2020-W20;CH06;Y80T84;M;12;P
2020-W20;CH06;Y85T89;T;19;P
2020-W20;CH06;Y85T89;F;8;P
2020-W20;CH06;Y85T89;M;11;P
2020-W20;CH06;Y_GE90;T;28;P
2020-W20;CH06;Y_GE90;F;22;P
2020-W20;CH06;Y_GE90;M;6;P
2020-W20;CH07;_T;T;64;P
2020-W20;CH07;_T;F;33;P
2020-W20;CH07;_T;M;31;P
2020-W20;CH07;Y30T34;T;1;P
2020-W20;CH07;Y30T34;M;1;P
2020-W20;CH07;Y45T49;T;3;P
2020-W20;CH07;Y45T49;F;2;P
2020-W20;CH07;Y45T49;M;1;P
2020-W20;CH07;Y50T54;T;2;P
2020-W20;CH07;Y50T54;M;2;P
2020-W20;CH07;Y55T59;T;3;P
2020-W20;CH07;Y55T59;F;1;P
2020-W20;CH07;Y55T59;M;2;P
2020-W20;CH07;Y60T64;T;5;P
2020-W20;CH07;Y60T64;F;2;P
2020-W20;CH07;Y60T64;M;3;P
2020-W20;CH07;Y65T69;T;5;P
2020-W20;CH07;Y65T69;F;1;P
2020-W20;CH07;Y65T69;M;4;P
2020-W20;CH07;Y70T74;T;6;P
2020-W20;CH07;Y70T74;F;2;P
2020-W20;CH07;Y70T74;M;4;P
2020-W20;CH07;Y75T79;T;5;P
2020-W20;CH07;Y75T79;F;4;P
2020-W20;CH07;Y75T79;M;1;P
2020-W20;CH07;Y80T84;T;10;P
2020-W20;CH07;Y80T84;F;4;P
2020-W20;CH07;Y80T84;M;6;P
2020-W20;CH07;Y85T89;T;11;P
2020-W20;CH07;Y85T89;F;8;P
2020-W20;CH07;Y85T89;M;3;P
2020-W20;CH07;Y_GE90;T;13;P
2020-W20;CH07;Y_GE90;F;9;P
2020-W20;CH07;Y_GE90;M;4;P
2020-W21;CH;_T;T;1190;P
2020-W21;CH;_T;F;587;P
2020-W21;CH;_T;M;603;P
2020-W21;CH;Y0T4;T;7;P
2020-W21;CH;Y0T4;F;3;P
2020-W21;CH;Y0T4;M;4;P
2020-W21;CH;Y20T24;T;9;P
2020-W21;CH;Y20T24;F;2;P
2020-W21;CH;Y20T24;M;7;P
2020-W21;CH;Y25T29;T;1;P
2020-W21;CH;Y25T29;M;1;P
2020-W21;CH;Y30T34;T;3;P
2020-W21;CH;Y30T34;F;1;P
2020-W21;CH;Y30T34;M;2;P
2020-W21;CH;Y35T39;T;7;P
2020-W21;CH;Y35T39;F;4;P
2020-W21;CH;Y35T39;M;3;P
2020-W21;CH;Y40T44;T;8;P
2020-W21;CH;Y40T44;F;3;P
2020-W21;CH;Y40T44;M;5;P
2020-W21;CH;Y45T49;T;14;P
2020-W21;CH;Y45T49;F;6;P
2020-W21;CH;Y45T49;M;8;P
2020-W21;CH;Y50T54;T;18;P
2020-W21;CH;Y50T54;F;6;P
2020-W21;CH;Y50T54;M;12;P
2020-W21;CH;Y55T59;T;35;P
2020-W21;CH;Y55T59;F;16;P
2020-W21;CH;Y55T59;M;19;P
2020-W21;CH;Y60T64;T;48;P
2020-W21;CH;Y60T64;F;18;P
2020-W21;CH;Y60T64;M;30;P
2020-W21;CH;Y65T69;T;66;P
2020-W21;CH;Y65T69;F;27;P
2020-W21;CH;Y65T69;M;39;P
2020-W21;CH;Y70T74;T;103;P
2020-W21;CH;Y70T74;F;52;P
2020-W21;CH;Y70T74;M;51;P
2020-W21;CH;Y75T79;T;132;P
2020-W21;CH;Y75T79;F;56;P
2020-W21;CH;Y75T79;M;76;P
2020-W21;CH;Y80T84;T;165;P
2020-W21;CH;Y80T84;F;68;P
2020-W21;CH;Y80T84;M;97;P
2020-W21;CH;Y85T89;T;245;P
2020-W21;CH;Y85T89;F;116;P
2020-W21;CH;Y85T89;M;129;P
2020-W21;CH;Y_GE90;T;329;P
2020-W21;CH;Y_GE90;F;209;P
2020-W21;CH;Y_GE90;M;120;P
2020-W21;CH01;_T;T;230;P
2020-W21;CH01;_T;F;110;P
2020-W21;CH01;_T;M;120;P
2020-W21;CH01;Y0T4;T;1;P
2020-W21;CH01;Y0T4;M;1;P
2020-W21;CH01;Y20T24;T;1;P
2020-W21;CH01;Y20T24;F;1;P
2020-W21;CH01;Y30T34;T;1;P
2020-W21;CH01;Y30T34;M;1;P
2020-W21;CH01;Y35T39;T;1;P
2020-W21;CH01;Y35T39;M;1;P
2020-W21;CH01;Y40T44;T;3;P
2020-W21;CH01;Y40T44;F;1;P
2020-W21;CH01;Y40T44;M;2;P
2020-W21;CH01;Y45T49;T;1;P
2020-W21;CH01;Y45T49;M;1;P
2020-W21;CH01;Y50T54;T;2;P
2020-W21;CH01;Y50T54;F;1;P
2020-W21;CH01;Y50T54;M;1;P
2020-W21;CH01;Y55T59;T;7;P
2020-W21;CH01;Y55T59;F;1;P
2020-W21;CH01;Y55T59;M;6;P
2020-W21;CH01;Y60T64;T;10;P
2020-W21;CH01;Y60T64;F;5;P
2020-W21;CH01;Y60T64;M;5;P
2020-W21;CH01;Y65T69;T;7;P
2020-W21;CH01;Y65T69;F;4;P
2020-W21;CH01;Y65T69;M;3;P
2020-W21;CH01;Y70T74;T;21;P
2020-W21;CH01;Y70T74;F;9;P
2020-W21;CH01;Y70T74;M;12;P
2020-W21;CH01;Y75T79;T;22;P
2020-W21;CH01;Y75T79;F;7;P
2020-W21;CH01;Y75T79;M;15;P
2020-W21;CH01;Y80T84;T;32;P
2020-W21;CH01;Y80T84;F;14;P
2020-W21;CH01;Y80T84;M;18;P
