"TIME_PERIOD";"GEO";"AGE";"SEX";"OBS_STATUS";"OBS_VALUE"
"2021-W01";"CH";"_T";"T";"P";1881
"2021-W01";"CH";"_T";"F";"P";943
"2021-W01";"CH";"_T";"M";"P";938
"2021-W01";"CH";"Y0T4";"T";"P";6
"2021-W01";"CH";"Y0T4";"F";"P";4
"2021-W01";"CH";"Y0T4";"M";"P";2
"2021-W01";"CH";"Y15T19";"T";"P";2
"2021-W01";"CH";"Y15T19";"F";"P";2
"2021-W01";"CH";"Y20T24";"T";"P";1
"2021-W01";"CH";"Y20T24";"F";"P";1
"2021-W01";"CH";"Y25T29";"T";"P";2
"2021-W01";"CH";"Y25T29";"F";"P";1
"2021-W01";"CH";"Y25T29";"M";"P";1
"2021-W01";"CH";"Y30T34";"T";"P";5
"2021-W01";"CH";"Y30T34";"F";"P";2
"2021-W01";"CH";"Y30T34";"M";"P";3
"2021-W01";"CH";"Y35T39";"T";"P";5
"2021-W01";"CH";"Y35T39";"F";"P";1
"2021-W01";"CH";"Y35T39";"M";"P";4
"2021-W01";"CH";"Y40T44";"T";"P";2
"2021-W01";"CH";"Y40T44";"F";"P";1
"2021-W01";"CH";"Y40T44";"M";"P";1
"2021-W01";"CH";"Y45T49";"T";"P";9
"2021-W01";"CH";"Y45T49";"F";"P";2
"2021-W01";"CH";"Y45T49";"M";"P";7
"2021-W01";"CH";"Y50T54";"T";"P";32
"2021-W01";"CH";"Y50T54";"F";"P";10
"2021-W01";"CH";"Y50T54";"M";"P";22
"2021-W01";"CH";"Y55T59";"T";"P";47
"2021-W01";"CH";"Y55T59";"F";"P";19
"2021-W01";"CH";"Y55T59";"M";"P";28
