"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"CH",202009,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202010,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202011,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202012,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202013,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202014,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202015,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202016,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202017,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202018,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202019,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202020,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202021,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202022,26342,26342,1,100,8606033,306.09,306.09,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.78
"CH",202023,25652,51994,1,100,8606033,298.07,604.16,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.6
"CH",202024,35718,87712,1,100,8606033,415.03,1019.19,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.62
"CH",202025,48257,135969,1,100,8606033,560.73,1579.93,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.42
"CH",202026,57314,193283,1,100,8606033,665.97,2245.9,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.69
"CH",202027,69894,263177,1,100,8606033,812.15,3058.05,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"CH",202028,49432,312609,1,100,8606033,574.39,3632.44,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.55
"CH",202029,42568,355177,1,100,8606033,494.63,4127.07,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.98
"CH",202030,35529,390706,1,100,8606033,412.84,4539.91,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.59
"CH",202031,37359,428065,1,100,8606033,434.1,4974.01,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.51
"CH",202032,38690,466755,1,100,8606033,449.57,5423.58,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.27
"CH",202033,41689,508444,1,100,8606033,484.42,5908,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.06
"CH",202034,57494,565938,1,100,8606033,668.07,6576.06,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.62
"CH",202035,73382,639320,1,100,8606033,852.68,7428.74,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.12
"CH",202036,87131,726451,1,100,8606033,1012.44,8441.18,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.1
"CH",202037,90524,816975,1,100,8606033,1051.87,9493.05,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.57
"CH",202038,84605,901580,1,100,8606033,983.09,10476.14,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.79
"CH",202039,67998,969578,1,100,8606033,790.12,11266.26,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.69
"CH",202040,67763,1037341,1,100,8606033,787.39,12053.65,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.34
"CH",202041,89353,1126694,1,100,8606033,1038.26,13091.91,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10
"CH",202042,126494,1253188,1,100,8606033,1469.83,14561.74,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,15.36
"CH",202043,177165,1430353,1,100,8606033,2058.61,16620.35,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,22.57
"CH",202044,217276,1647629,1,100,8606033,2524.69,19145.05,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,26.48
"CH",202045,206771,1854400,1,100,8606033,2402.63,21547.67,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,26.54
"CH",202046,179885,2034285,1,100,8606033,2090.22,23637.89,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,23.98
"CH",202047,157858,2192143,1,100,8606033,1834.27,25472.17,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.76
"CH",202048,160056,2352199,1,100,8606033,1859.81,27331.98,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.59
"CH",202049,164212,2516411,1,100,8606033,1908.1,29240.08,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.76
"CH",202050,209585,2725996,1,100,8606033,2435.33,31675.41,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,15.22
"CH",202051,242660,2968656,1,100,8606033,2819.65,34495.06,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.8
"CH",202052,205757,3174413,1,100,8606033,2390.85,36885.9,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.56
"CH",202053,148838,3323251,1,100,8606033,1729.46,38615.36,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,16.71
"CH",202101,166670,3489921,1,100,8606033,1936.66,40552.03,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.42
"CH",202102,146865,3636786,1,100,8606033,1706.54,42258.56,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.48
"CH",202103,162465,3799251,1,100,8606033,1887.8,44146.37,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,9
"CH",202104,167279,3966530,1,100,8606033,1943.74,46090.11,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.48
"CH",202105,185484,4152014,1,100,8606033,2155.28,48245.39,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.07
"CH",202106,193375,4345389,1,100,8606033,2246.97,50492.36,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.69
"CH",202107,176202,4521591,1,100,8606033,2047.42,52539.78,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.44
"CH",202108,167535,4689126,1,100,8606033,1946.72,54486.5,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.78
"CH",202109,174405,4863531,1,100,8606033,2026.54,56513.04,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4.69
"CH",202110,194897,5058428,1,100,8606033,2264.66,58777.7,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.88
"CH",202111,230092,5288520,1,100,8606033,2673.61,61451.31,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.93
"CH",202112,73309,5361829,1,100,8606033,851.83,62303.14,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.56
"CHFL",202006,1,1,1,100,8644780,0.0115676743653395,0.0115676743653395,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-06",TRUE,FALSE,FALSE,FALSE,FALSE,0
"CHFL",202007,1,2,1,100,8644780,0.0115676743653395,0.0231353487306791,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-07",TRUE,FALSE,FALSE,FALSE,FALSE,0
"CHFL",202009,1853,1855,1,100,8644780,21.4349005989742,21.4580359477049,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,3.35
"CHFL",202010,4796,6651,1,100,8644780,55.4785662561685,76.9366022038733,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,11.57
"CHFL",202011,23619,30270,1,100,8644780,273.216900834955,350.153503038828,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,9.85
"CHFL",202012,52606,82876,1,100,8644780,608.529077663052,958.68258070188,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,14.05
"CHFL",202013,43685,126561,1,100,8644780,505.333854649858,1464.01643535174,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,18.75
"CHFL",202014,40248,166809,1,100,8644780,465.575757856186,1929.59219320792,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,16.9
"CHFL",202015,32606,199415,1,100,8644780,377.175590356261,2306.76778356419,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,13.28
"CHFL",202016,27245,226660,1,100,8644780,315.161288083676,2621.92907164786,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,8.97
"CHFL",202017,28744,255404,1,100,8644780,332.50123195732,2954.43030360518,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,5.72
"CHFL",202018,30080,285484,1,100,8644780,347.955644909414,3302.38594851459,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,3.67
"CHFL",202019,28692,314176,1,100,8644780,331.899712890322,3634.28566140492,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,2.31
"CHFL",202020,33177,347353,1,100,8644780,383.78073241887,4018.06639382379,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,1.19
"CHFL",202021,25134,372487,1,100,8644780,290.741927498444,4308.80832132223,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,1.11
"CHFL",202022,26763,399250,1,100,8644780,309.585669039582,4618.39399036181,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.77
"CHFL",202023,26031,425281,1,100,8644780,301.118131404154,4919.51212176597,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.59
"CHFL",202024,36022,461303,1,100,8644780,416.690765988261,5336.20288775423,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.61
"CHFL",202025,48660,509963,1,100,8644780,562.883034617422,5899.08592237165,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.42
"CHFL",202026,57468,567431,1,100,8644780,664.771110427333,6563.85703279898,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.68
"CHFL",202027,70369,637800,1,100,8644780,814.005677414578,7377.86271021356,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"CHFL",202028,49610,687410,1,100,8644780,573.872325264495,7951.73503547806,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.54
"CHFL",202029,42966,730376,1,100,8644780,497.016696781179,8448.75173225924,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.96
"CHFL",202030,35697,766073,1,100,8644780,412.931271819526,8861.68300407876,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.58
"CHFL",202031,37707,803780,1,100,8644780,436.182297293858,9297.86530137262,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.48
"CHFL",202032,38880,842660,1,100,8644780,449.751179324402,9747.61648069702,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.26
"CHFL",202033,42119,884779,1,100,8644780,487.218876593736,10234.8353572908,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.04
"CHFL",202034,57818,942597,1,100,8644780,668.819796455202,10903.655153746,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.61
"CHFL",202035,73979,1016576,1,100,8644780,855.764981873454,11759.4201356194,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.11
"CHFL",202036,87827,1104403,1,100,8644780,1015.95413648468,12775.3742721041,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.08
"CHFL",202037,91322,1195725,1,100,8644780,1056.38315839154,13831.7574304956,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.55
"CHFL",202038,85207,1280932,1,100,8644780,985.646829647487,14817.4042601431,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.76
"CHFL",202039,68744,1349676,1,100,8644780,795.208206570902,15612.612466714,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.65
"CHFL",202040,68237,1417913,1,100,8644780,789.343395667675,16401.9558623817,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.32
"CHFL",202041,89954,1507867,1,100,8644780,1040.55857985975,17442.5144422414,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.96
"CHFL",202042,127082,1634949,1,100,8644780,1470.04319369608,18912.5576359375,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,15.35
"CHFL",202043,178475,1813424,1,100,8644780,2064.54068235398,20977.0983182915,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,22.52
"CHFL",202044,218260,2031684,1,100,8644780,2524.76060697901,23501.8589252705,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,26.44
"CHFL",202045,207941,2239625,1,100,8644780,2405.39377520307,25907.2527004736,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,26.5
"CHFL",202046,180775,2420400,1,100,8644780,2091.14633339426,27998.3990338678,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,23.97
"CHFL",202047,158813,2579213,1,100,8644780,1837.09706898267,29835.4961028505,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.75
"CHFL",202048,160931,2740144,1,100,8644780,1861.59740328846,31697.093506139,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.58
"CHFL",202049,165087,2905231,1,100,8644780,1909.67265795081,33606.7661640898,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.74
"CHFL",202050,210554,3115785,1,100,8644780,2435.6201083197,36042.3862724095,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,15.23
"CHFL",202051,244063,3359848,1,100,8644780,2823.24130862787,38865.6275810373,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.83
"CHFL",202052,207161,3567009,1,100,8644780,2396.37098919811,41261.9985702354,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.61
"CHFL",202053,149845,3716854,1,100,8644780,1733.3581652743,42995.3567355098,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,16.73
"CHFL",202101,167574,3884428,1,100,8644780,1938.44146409741,44933.7981996072,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.42
"CHFL",202102,147692,4032120,1,100,8644780,1708.45296236573,46642.2511619729,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.45
"CHFL",202103,163325,4195445,1,100,8644780,1889.29041571908,48531.541577692,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.99
"CHFL",202104,168241,4363686,1,100,8644780,1946.15710289909,50477.6986805911,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.47
"CHFL",202105,186343,4550029,1,100,8644780,2155.55514426047,52633.2538248515,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.06
"CHFL",202106,194386,4744415,1,100,8644780,2248.59394918089,54881.8477740324,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.68
"CHFL",202107,177034,4921449,1,100,8644780,2047.87166359352,56929.719437626,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.43
"CHFL",202108,168466,5089915,1,100,8644780,1948.75982963129,58878.4792672572,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.77
"CHFL",202109,175341,5265256,1,100,8644780,2028.287590893,60906.7668581502,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4.67
"CHFL",202110,195928,5461184,1,100,8644780,2266.43130305225,63173.1981612025,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.87
"CHFL",202111,231275,5692459,1,100,8644780,2675.3138888439,65848.5120500464,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.92
"CHFL",202112,73487,5765946,1,100,8644780,850.073686085707,66698.5857361321,"COVID19Test","","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.54
"AG",202009,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202010,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202011,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202012,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202013,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202014,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202015,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202016,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202017,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202018,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202019,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202020,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202021,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202022,1610,1610,1,100,685845,234.75,234.75,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.49
"AG",202023,1665,3275,1,100,685845,242.77,477.51,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.78
"AG",202024,2325,5600,1,100,685845,339,816.51,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.69
"AG",202025,3206,8806,1,100,685845,467.45,1283.96,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.41
"AG",202026,3906,12712,1,100,685845,569.52,1853.48,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.02
"AG",202027,5484,18196,1,100,685845,799.6,2653.08,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.28
"AG",202028,3595,21791,1,100,685845,524.17,3177.25,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.78
"AG",202029,2862,24653,1,100,685845,417.3,3594.54,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.59
"AG",202030,2372,27025,1,100,685845,345.85,3940.39,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,3.37
"AG",202031,2170,29195,1,100,685845,316.4,4256.79,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.42
"AG",202032,2503,31698,1,100,685845,364.95,4621.74,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.52
"AG",202033,2975,34673,1,100,685845,433.77,5055.52,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.5
"AG",202034,4133,38806,1,100,685845,602.61,5658.13,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.65
"AG",202035,5593,44399,1,100,685845,815.49,6473.62,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.82
"AG",202036,6480,50879,1,100,685845,944.82,7418.44,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.18
"AG",202037,5971,56850,1,100,685845,870.6,8289.04,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.41
"AG",202038,5474,62324,1,100,685845,798.14,9087.18,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.81
"AG",202039,4470,66794,1,100,685845,651.75,9738.94,"COVID19Test","","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.97
