"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"50 - 59","GE",202021,1,42,1,100,71485,1.4,58.75,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GE",202022,3,45,0.6,60,71485,4.2,62.95,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GE",202023,0,45,0,0,71485,0,62.95,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GE",202024,0,45,NA,NA,71485,0,62.95,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202025,0,45,0,0,71485,0,62.95,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202026,1,46,0.333,33.3,71485,1.4,64.35,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202027,0,46,0,0,71485,0,64.35,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202028,0,46,0,0,71485,0,64.35,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202029,0,46,0,0,71485,0,64.35,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202030,0,46,0,0,71485,0,64.35,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202031,1,47,0.2,20,71485,1.4,65.75,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202032,1,48,0.25,25,71485,1.4,67.15,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202033,1,49,0.333,33.3,71485,1.4,68.55,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202034,0,49,0,0,71485,0,68.55,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202035,1,50,0.25,25,71485,1.4,69.94,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202036,1,51,0.083,8.3,71485,1.4,71.34,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202037,0,51,0,0,71485,0,71.34,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202038,1,52,0.167,16.7,71485,1.4,72.74,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202039,0,52,0,0,71485,0,72.74,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202040,1,53,0.05,5,71485,1.4,74.14,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202041,1,54,0.04,4,71485,1.4,75.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202042,2,56,0.049,4.9,71485,2.8,78.34,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202043,7,63,0.079,7.9,71485,9.79,88.13,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202044,5,68,0.059,5.9,71485,6.99,95.12,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202045,5,73,0.068,6.8,71485,6.99,102.12,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202046,5,78,0.068,6.8,71485,6.99,109.11,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202047,4,82,0.114,11.4,71485,5.6,114.71,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202048,2,84,0.069,6.9,71485,2.8,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202049,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202050,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202051,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202052,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202053,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202101,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202102,0,84,0,0,71485,0,117.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202103,1,85,0.03,3,71485,1.4,118.91,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202104,0,85,0,0,71485,0,118.91,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202105,0,85,0,0,71485,0,118.91,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202106,2,87,0.105,10.5,71485,2.8,121.7,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202107,1,88,0.042,4.2,71485,1.4,123.1,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GE",202108,1,89,0.143,14.3,71485,1.4,124.5,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","GE",202109,1,90,0.062,6.2,71485,1.4,125.9,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","GE",202110,6,96,0.207,20.7,71485,8.39,134.29,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","GE",202111,7,103,0.292,29.2,71485,9.79,144.09,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","GE",202112,1,104,0.25,25,71485,1.4,145.49,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202009,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202010,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202011,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202012,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202013,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202014,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202015,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202016,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202017,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202018,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202019,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202020,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202021,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202022,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202023,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GL",202024,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202025,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202026,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202027,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202028,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202029,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202030,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202031,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202032,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202033,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202034,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202035,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202036,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202037,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202038,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202039,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202040,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202041,0,0,NA,NA,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202042,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202043,0,0,0,0,6217,0,0,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202044,2,2,0.182,18.2,6217,32.17,32.17,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202045,3,5,0.188,18.8,6217,48.25,80.42,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202046,1,6,0.143,14.3,6217,16.08,96.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202047,0,6,0,0,6217,0,96.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202048,0,6,0,0,6217,0,96.51,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202049,2,8,0.167,16.7,6217,32.17,128.68,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202050,1,9,1,100,6217,16.08,144.76,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202051,2,11,0.182,18.2,6217,32.17,176.93,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202052,0,11,0,0,6217,0,176.93,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202053,2,13,0.333,33.3,6217,32.17,209.1,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202101,2,15,0.182,18.2,6217,32.17,241.27,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202102,0,15,0,0,6217,0,241.27,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202103,1,16,0.143,14.3,6217,16.08,257.36,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202104,0,16,0,0,6217,0,257.36,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202105,2,18,0.4,40,6217,32.17,289.53,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202106,0,18,0,0,6217,0,289.53,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202107,0,18,0,0,6217,0,289.53,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GL",202108,1,19,1,100,6217,16.08,305.61,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","GL",202109,0,19,0,0,6217,0,305.61,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"50 - 59","GL",202110,0,19,0,0,6217,0,305.61,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","GL",202111,0,19,0,0,6217,0,305.61,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"50 - 59","GL",202112,0,19,NA,NA,6217,0,305.61,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202009,2,2,0.4,40,31658,6.32,6.32,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202010,0,2,0,0,31658,0,6.32,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202011,1,3,0.1,10,31658,3.16,9.48,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202012,3,6,0.158,15.8,31658,9.48,18.95,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202013,4,10,0.125,12.5,31658,12.64,31.59,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202014,3,13,0.25,25,31658,9.48,41.06,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202015,1,14,0.111,11.1,31658,3.16,44.22,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202016,1,15,0.167,16.7,31658,3.16,47.38,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202017,1,16,0.333,33.3,31658,3.16,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202018,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202019,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202020,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202021,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202022,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202023,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","GR",202024,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202025,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202026,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202027,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202028,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202029,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202030,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202031,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202032,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202033,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202034,0,16,0,0,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202035,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202036,0,16,NA,NA,31658,0,50.54,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202037,1,17,1,100,31658,3.16,53.7,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202038,0,17,0,0,31658,0,53.7,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202039,0,17,0,0,31658,0,53.7,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202040,1,18,0.5,50,31658,3.16,56.86,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GR",202041,0,18,0,0,31658,0,56.86,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GR",202042,0,18,0,0,31658,0,56.86,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GR",202043,2,20,0.08,8,31658,6.32,63.18,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"50 - 59","GR",202044,4,24,0.148,14.8,31658,12.64,75.81,"COVID19Hosp","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
