"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202110,"FL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202111,"FL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202052,"FR","male",0,"sex",161153,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"FR","male",0,"sex",161153,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"FR","male",0,"sex",161153,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"FR","male",0,"sex",161153,0,0,0.04,0,58.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"FR","male",4,"sex",161153,4,0,0.08,0,134,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",1,100
202104,"FR","male",84,"sex",161153,88,0.05,0.19,0.05,306.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.264,26.4
202105,"FR","male",321,"sex",161153,409,0.2,0.31,0.25,498.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.257,25.7
202106,"FR","male",529,"sex",161153,938,0.33,0.43,0.58,699.71,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.362,36.2
202107,"FR","male",1209,"sex",161153,2147,0.75,0.48,1.33,775,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.448,44.8
202108,"FR","male",1344,"sex",161153,3491,0.83,0.54,2.17,870.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.488,48.8
202109,"FR","male",1407,"sex",161153,4898,0.87,NA,3.04,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.449,44.9
202110,"FR","male",531,"sex",161153,5429,0.33,NA,3.37,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.489,48.9
202111,"FR","male",753,"sex",161153,6182,0.47,NA,3.84,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.474,47.4
202052,"FR","female",0,"sex",160630,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"FR","female",0,"sex",160630,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202101,"FR","female",0,"sex",160630,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202102,"FR","female",0,"sex",160630,0,0,0.1,0,166.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202103,"FR","female",0,"sex",160630,0,0,0.19,0,299.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0,0
202104,"FR","female",234,"sex",160630,234,0.15,0.32,0.15,512.57,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.736,73.6
202105,"FR","female",930,"sex",160630,1164,0.58,0.45,0.72,713.86,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.743,74.3
202106,"FR","female",933,"sex",160630,2097,0.58,0.6,1.31,960.29,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.638,63.8
202107,"FR","female",1491,"sex",160630,3588,0.93,0.65,2.23,1039.43,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.552,55.2
202108,"FR","female",1409,"sex",160630,4997,0.88,0.7,3.11,1125.14,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.512,51.2
202109,"FR","female",1725,"sex",160630,6722,1.07,NA,4.18,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.551,55.1
202110,"FR","female",554,"sex",160630,7276,0.34,NA,4.53,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.511,51.1
202111,"FR","female",834,"sex",160630,8110,0.52,NA,5.05,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",0.526,52.6
202052,"FR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
202053,"FR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-23_09-08-35","detailed",NA,NA
