"date","geoRegion","ICU_AllPatients","ICU_Covid19Patients","ICU_Capacity","Total_AllPatients","Total_Covid19Patients","Total_Capacity","ICU_NonCovid19Patients","ICU_FreeCapacity","Total_NonCovid19Patients","Total_FreeCapacity","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","Total_Capacity_mean15d","Total_AllPatients_mean15d","Total_Covid19Patients_mean15d","Total_NonCovid19Patients_mean15d","Total_FreeCapacity_mean15d","ICU_Capacity_mean15d","ICU_AllPatients_mean15d","ICU_Covid19Patients_mean15d","ICU_NonCovid19Patients_mean15d","ICU_FreeCapacity_mean15d","type_variant","ICUPercent_AllPatients","ICUPercent_NonCovid19Patients","ICUPercent_Covid19Patients","ICUPercent_FreeCapacity","ICUPercent_Capacity","TotalPercent_AllPatients","TotalPercent_NonCovid19Patients","TotalPercent_Covid19Patients","TotalPercent_FreeCapacity","TotalPercent_Capacity","type","version"
2020-04-02,"LU",26,6,60,450,7,863,20,34,443,413,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",43.3,33.3,10,56.7,100,52.1,51.3,0.8,47.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"NE",12,10,21,153,64,302,2,9,89,149,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",57.1,9.5,47.6,42.9,100,50.7,29.5,21.2,49.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"NW",4,2,10,43,14,78,2,6,29,35,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",40,20,20,60,100,55.1,37.2,17.9,44.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"OW",0,0,0,18,3,89,0,0,15,71,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,20.2,16.9,3.4,79.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"SG",34,12,74,552,61,1288,22,40,491,736,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",45.9,29.7,16.2,54.1,100,42.9,38.1,4.7,57.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"SH",4,3,12,52,7,165,1,8,45,113,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",33.3,8.3,25,66.7,100,31.5,27.3,4.2,68.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"SO",12,8,20,285,21,531,4,8,264,246,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",60,20,40,40,100,53.7,49.7,4,46.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"SZ",6,1,12,177,13,311,5,6,164,134,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",50,41.7,8.3,50,100,56.9,52.7,4.2,43.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"TG",26,12,42,36,12,70,14,16,24,34,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",61.9,33.3,28.6,38.1,100,51.4,34.3,17.1,48.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"TI",81,62,132,706,393,1116,19,51,313,410,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",61.4,14.4,47,38.6,100,63.3,28,35.2,36.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"UR",5,5,6,24,6,52,0,1,18,28,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",83.3,0,83.3,16.7,100,46.2,34.6,11.5,53.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"VD",123,98,180,977,368,1961,25,57,609,984,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",68.3,13.9,54.4,31.7,100,49.8,31.1,18.8,50.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"VS",25,22,35,50,24,103,3,10,26,53,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",71.4,8.6,62.9,28.6,100,48.5,25.2,23.3,51.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"ZG",8,7,12,80,14,240,1,4,66,160,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",66.7,8.3,58.3,33.3,100,33.3,27.5,5.8,66.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-02,"ZH",81,37,144,907,122,1601,44,63,785,694,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",56.2,30.6,25.7,43.8,100,56.7,49,7.6,43.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"AG",37,27,72,484,72,1206,10,35,412,722,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",51.4,13.9,37.5,48.6,100,40.1,34.2,6,59.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"AR",3,3,10,146,3,653,0,7,143,507,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",30,0,30,70,100,22.4,21.9,0.5,77.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"BE",78,27,130,695,60,1565,51,52,635,870,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",60,39.2,20.8,40,100,44.4,40.6,3.8,55.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"BL",23,18,28,356,53,567,5,5,303,211,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",82.1,17.9,64.3,17.9,100,62.8,53.4,9.3,37.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"BS",38,16,58,469,49,975,22,20,420,506,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",65.5,37.9,27.6,34.5,100,48.1,43.1,5,51.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"FR",29,21,38,323,77,608,8,9,246,285,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",76.3,21.1,55.3,23.7,100,53.1,40.5,12.7,46.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"GE",78,65,124,118,89,2656,13,46,29,2538,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",62.9,10.5,52.4,37.1,100,4.4,1.1,3.4,95.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"GL",6,2,14,6,5,70,4,8,1,64,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",42.9,28.6,14.3,57.1,100,8.6,1.4,7.1,91.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"GR",12,10,20,275,40,668,2,8,235,393,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",60,10,50,40,100,41.2,35.2,6,58.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"JU",6,5,11,237,29,323,1,5,208,86,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",54.5,9.1,45.5,45.5,100,73.4,64.4,9,26.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"LU",28,10,71,477,22,1000,18,43,455,523,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",39.4,25.4,14.1,60.6,100,47.7,45.5,2.2,52.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"NE",14,11,31,154,61,302,3,17,93,148,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",45.2,9.7,35.5,54.8,100,51,30.8,20.2,49,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"NW",3,2,10,49,12,90,1,7,37,41,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",30,10,20,70,100,54.4,41.1,13.3,45.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"OW",0,0,0,20,4,89,0,0,16,69,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,22.5,18,4.5,77.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"SG",28,11,78,560,58,1288,17,50,502,728,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",35.9,21.8,14.1,64.1,100,43.5,39,4.5,56.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"SH",4,3,12,50,4,165,1,8,46,115,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",33.3,8.3,25,66.7,100,30.3,27.9,2.4,69.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"SO",16,8,20,334,25,531,8,4,309,197,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",80,40,40,20,100,62.9,58.2,4.7,37.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"SZ",6,3,12,163,13,311,3,6,150,148,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",50,25,25,50,100,52.4,48.2,4.2,47.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"TG",29,15,42,42,15,70,14,13,27,28,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",69,33.3,35.7,31,100,60,38.6,21.4,40,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"TI",76,59,110,732,391,1225,17,34,341,493,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",69.1,15.5,53.6,30.9,100,59.8,27.8,31.9,40.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"UR",3,1,6,24,5,52,2,3,19,28,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",50,33.3,16.7,50,100,46.2,36.5,9.6,53.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"VD",110,82,173,941,344,1964,28,63,597,1023,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",63.6,16.2,47.4,36.4,100,47.9,30.4,17.5,52.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"VS",28,26,42,229,29,407,2,14,200,178,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",66.7,4.8,61.9,33.3,100,56.3,49.1,7.1,43.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"ZG",7,7,12,72,13,240,0,5,59,168,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",58.3,0,58.3,41.7,100,30,24.6,5.4,70,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-03,"ZH",94,45,167,1056,145,1892,49,73,911,836,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",56.3,29.3,26.9,43.7,100,55.8,48.2,7.7,44.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"AG",39,27,69,458,70,1083,12,30,388,625,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",56.5,17.4,39.1,43.5,100,42.3,35.8,6.5,57.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"AR",3,3,10,18,8,141,0,7,10,123,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",30,0,30,70,100,12.8,7.1,5.7,87.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"BE",75,28,139,683,63,1575,47,64,620,892,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",54,33.8,20.1,46,100,43.4,39.4,4,56.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"BL",25,18,28,325,62,567,7,3,263,242,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",89.3,25,64.3,10.7,100,57.3,46.4,10.9,42.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"BS",27,13,58,441,43,975,14,31,398,534,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",46.6,24.1,22.4,53.4,100,45.2,40.8,4.4,54.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"FR",33,21,38,337,89,615,12,5,248,278,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",86.8,31.6,55.3,13.2,100,54.8,40.3,14.5,45.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"GE",64,58,110,98,80,2485,6,46,18,2387,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",58.2,5.5,52.7,41.8,100,3.9,0.7,3.2,96.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"GL",6,2,14,6,5,70,4,8,1,64,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",42.9,28.6,14.3,57.1,100,8.6,1.4,7.1,91.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"GR",11,10,20,268,41,661,1,9,227,393,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",55,5,50,45,100,40.5,34.3,6.2,59.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"JU",5,4,11,237,28,323,1,6,209,86,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",45.5,9.1,36.4,54.5,100,73.4,64.7,8.7,26.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"LU",12,3,52,212,14,508,9,40,198,296,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",23.1,17.3,5.8,76.9,100,41.7,39,2.8,58.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"NE",14,10,31,154,59,302,4,17,95,148,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",45.2,12.9,32.3,54.8,100,51,31.5,19.5,49,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"NW",3,2,10,52,10,90,1,7,42,38,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",30,10,20,70,100,57.8,46.7,11.1,42.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"OW",0,0,0,16,3,89,0,0,13,73,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,18,14.6,3.4,82,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"SG",29,12,78,491,53,1128,17,49,438,637,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",37.2,21.8,15.4,62.8,100,43.5,38.8,4.7,56.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"SH",4,3,12,49,3,165,1,8,46,116,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",33.3,8.3,25,66.7,100,29.7,27.9,1.8,70.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"SO",16,8,20,358,24,531,8,4,334,173,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",80,40,40,20,100,67.4,62.9,4.5,32.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"SZ",5,2,12,165,14,311,3,7,151,146,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",41.7,25,16.7,58.3,100,53.1,48.6,4.5,46.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"TG",27,15,42,37,15,70,12,15,22,33,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",64.3,28.6,35.7,35.7,100,52.9,31.4,21.4,47.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"TI",80,56,110,660,374,1118,24,30,286,458,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",72.7,21.8,50.9,27.3,100,59,25.6,33.5,41,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"UR",0,0,6,17,6,52,0,6,11,35,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",0,0,0,100,100,32.7,21.2,11.5,67.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"VD",109,81,173,973,354,1982,28,64,619,1009,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",63,16.2,46.8,37,100,49.1,31.2,17.9,50.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"VS",28,22,42,216,25,353,6,14,191,137,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",66.7,14.3,52.4,33.3,100,61.2,54.1,7.1,38.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"ZG",7,7,12,75,13,240,0,5,62,165,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",58.3,0,58.3,41.7,100,31.2,25.8,5.4,68.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-04,"ZH",65,29,136,882,103,1493,36,71,779,611,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",47.8,26.5,21.3,52.2,100,59.1,52.2,6.9,40.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"AG",38,27,74,516,70,1175,11,36,446,659,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",51.4,14.9,36.5,48.6,100,43.9,38,6,56.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"AI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"AR",3,3,10,10,8,141,0,7,2,131,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",30,0,30,70,100,7.1,1.4,5.7,92.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"BE",75,31,139,760,72,1513,44,64,688,753,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",54,31.7,22.3,46,100,50.2,45.5,4.8,49.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"BL",22,18,28,324,59,567,4,6,265,243,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",78.6,14.3,64.3,21.4,100,57.1,46.7,10.4,42.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"BS",22,11,46,456,42,959,11,24,414,503,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",47.8,23.9,23.9,52.2,100,47.5,43.2,4.4,52.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"FR",29,20,38,356,87,615,9,9,269,259,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",76.3,23.7,52.6,23.7,100,57.9,43.7,14.1,42.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"GE",70,57,124,116,81,2656,13,54,35,2540,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",56.5,10.5,46,43.5,100,4.4,1.3,3,95.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"GL",7,2,14,7,5,70,5,7,2,63,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",50,35.7,14.3,50,100,10,2.9,7.1,90,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"GR",10,8,14,240,28,528,2,4,212,288,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",71.4,14.3,57.1,28.6,100,45.5,40.2,5.3,54.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"JU",6,5,11,242,29,323,1,5,213,81,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",54.5,9.1,45.5,45.5,100,74.9,65.9,9,25.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"LU",12,3,52,228,18,508,9,40,210,280,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",23.1,17.3,5.8,76.9,100,44.9,41.3,3.5,55.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"NE",17,12,31,165,59,302,5,14,106,137,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",54.8,16.1,38.7,45.2,100,54.6,35.1,19.5,45.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"NW",2,2,10,46,10,90,0,8,36,44,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",20,0,20,80,100,51.1,40,11.1,48.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"OW",0,0,0,13,1,89,0,0,12,76,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",NA,NA,NA,NA,NA,14.6,13.5,1.1,85.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"SG",28,11,78,522,59,1289,17,50,463,767,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",35.9,21.8,14.1,64.1,100,40.5,35.9,4.6,59.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"SH",4,3,12,53,3,165,1,8,50,112,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",33.3,8.3,25,66.7,100,32.1,30.3,1.8,67.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"SO",13,8,18,357,24,531,5,5,333,174,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",72.2,27.8,44.4,27.8,100,67.2,62.7,4.5,32.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"SZ",7,2,12,140,14,311,5,5,126,171,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",58.3,41.7,16.7,41.7,100,45,40.5,4.5,55,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"TG",29,15,42,40,15,70,14,13,25,30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",69,33.3,35.7,31,100,57.1,35.7,21.4,42.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"TI",81,59,110,634,350,1118,22,29,284,484,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",73.6,20,53.6,26.4,100,56.7,25.4,31.3,43.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-04-05,"UR",1,0,6,18,5,52,1,5,13,34,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nfp",16.7,16.7,0,83.3,100,34.6,25,9.6,65.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
