"date","geoRegion","ICU_AllPatients","ICU_Covid19Patients","ICU_Capacity","Total_AllPatients","Total_Covid19Patients","Total_Capacity","ICU_NonCovid19Patients","ICU_FreeCapacity","Total_NonCovid19Patients","Total_FreeCapacity","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","Total_Capacity_mean15d","Total_AllPatients_mean15d","Total_Covid19Patients_mean15d","Total_NonCovid19Patients_mean15d","Total_FreeCapacity_mean15d","ICU_Capacity_mean15d","ICU_AllPatients_mean15d","ICU_Covid19Patients_mean15d","ICU_NonCovid19Patients_mean15d","ICU_FreeCapacity_mean15d","type_variant","ICUPercent_AllPatients","ICUPercent_NonCovid19Patients","ICUPercent_Covid19Patients","ICUPercent_FreeCapacity","ICUPercent_Capacity","TotalPercent_AllPatients","TotalPercent_NonCovid19Patients","TotalPercent_Covid19Patients","TotalPercent_FreeCapacity","TotalPercent_Capacity","type","version"
2020-08-10,"NW",2,0,4,50,0,87,2,2,50,37,FALSE,FALSE,TRUE,FALSE,TRUE,87,50.6,0.33,50.27,36.4,5.73,2.87,0,2.87,2.87,"fp7d",50,50,0,50,100,57.5,57.5,0,42.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"OW",0,0,0,29,0,67,0,0,29,38,FALSE,FALSE,TRUE,FALSE,TRUE,67,31.6,0,31.6,35.4,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,43.3,43.3,0,56.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"SG",38,5,55,965,10,1325,33,17,955,360,FALSE,FALSE,TRUE,FALSE,TRUE,1309.4,973.47,10.67,962.8,335.93,55,38.33,5.4,32.93,16.67,"fp7d",69.1,60,9.1,30.9,100,72.8,72.1,0.8,27.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"SH",5,2,6,103,9,164,3,1,94,61,FALSE,FALSE,TRUE,FALSE,TRUE,164,100.2,5.73,94.47,63.8,5.47,4.27,1.73,2.53,1.2,"fp7d",83.3,50,33.3,16.7,100,62.8,57.3,5.5,37.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"SO",8,0,17,388,5,516,8,9,383,128,FALSE,FALSE,TRUE,FALSE,TRUE,517,398.6,2.87,395.73,118.4,16.67,10.53,0,10.53,6.13,"fp7d",47.1,47.1,0,52.9,100,75.2,74.2,1,24.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"SZ",6,1,11,167,2,312,5,5,165,145,FALSE,FALSE,TRUE,FALSE,TRUE,312,187.27,2.33,184.93,124.73,11.13,7.13,0.47,6.67,4,"fp7d",54.5,45.5,9.1,45.5,100,53.5,52.9,0.6,46.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"TG",19,1,38,41,1,126,18,19,40,85,FALSE,FALSE,TRUE,FALSE,TRUE,126,43.73,3.2,40.53,82.27,38,17.27,0.67,16.6,20.73,"fp7d",50,47.4,2.6,50,100,32.5,31.7,0.8,67.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"TI",17,0,51,606,2,801,17,34,604,195,FALSE,FALSE,TRUE,FALSE,TRUE,761.93,590.67,1.73,588.93,171.27,51,20.53,0,20.53,30.47,"fp7d",33.3,33.3,0,66.7,100,75.7,75.4,0.2,24.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"UR",2,0,6,50,0,81,2,4,50,31,FALSE,FALSE,TRUE,FALSE,TRUE,81,55,0,55,26,6,3.27,0,3.27,2.73,"fp7d",33.3,33.3,0,66.7,100,61.7,61.7,0,38.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"VD",47,5,90,1020,13,1639,42,43,1007,619,FALSE,FALSE,TRUE,FALSE,TRUE,1647.93,1066.8,21.53,1045.27,581.13,90,54.93,5.53,49.4,35.07,"fp7d",52.2,46.7,5.6,47.8,100,62.2,61.4,0.8,37.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"VS",7,0,15,28,0,81,7,8,28,53,FALSE,FALSE,TRUE,FALSE,TRUE,197.4,129.13,0.53,128.6,68.27,19.8,11.13,0,11.13,8.67,"fp7d",46.7,46.7,0,53.3,100,34.6,34.6,0,65.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"ZG",5,0,8,124,0,210,5,3,124,86,FALSE,FALSE,TRUE,FALSE,TRUE,197.6,125,0.93,124.07,72.6,8,4.87,0.2,4.67,3.13,"fp7d",62.5,62.5,0,37.5,100,59,59,0,41,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-10,"ZH",190,6,304,3045,27,3911,184,114,3018,866,FALSE,FALSE,TRUE,FALSE,TRUE,3917,3094.33,30.07,3064.27,822.67,305.2,186.87,5.33,181.53,118.33,"fp7d",62.5,60.5,2,37.5,100,77.9,77.2,0.7,22.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"AG",33,5,50,671,10,1414,28,17,661,743,FALSE,FALSE,TRUE,FALSE,TRUE,1415.07,714.2,10.13,704.07,700.87,49.87,33.67,4,29.67,16.2,"fp7d",66,56,10,34,100,47.5,46.7,0.7,52.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"AR",0,0,10,42,3,141,0,10,39,99,FALSE,FALSE,TRUE,FALSE,TRUE,258.47,118.87,1.87,117,139.6,10,0.13,0.13,0,9.87,"fp7d",0,0,0,100,100,29.8,27.7,2.1,70.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"BE",63,2,102,2032,7,3093,61,39,2025,1061,FALSE,FALSE,TRUE,FALSE,TRUE,3099,2031.4,9.47,2021.93,1067.6,102.8,60.53,1.93,58.6,42.27,"fp7d",61.8,59.8,2,38.2,100,65.7,65.5,0.2,34.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"BL",15,0,15,526,1,640,15,0,525,114,FALSE,FALSE,TRUE,FALSE,TRUE,640,522.4,1.27,521.13,117.6,15.4,11,0.47,10.53,4.4,"fp7d",100,100,0,0,100,82.2,82,0.2,17.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"BS",40,0,50,649,4,1180,40,10,645,531,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,658.6,3,655.6,506.67,49.47,40.27,0.13,40.13,9.2,"fp7d",80,80,0,20,100,55,54.7,0.3,45,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"FR",10,1,24,445,2,500,9,14,443,55,FALSE,FALSE,TRUE,FALSE,TRUE,500,437,1.73,435.27,63,24,14,1,13,10,"fp7d",41.7,37.5,4.2,58.3,100,89,88.6,0.4,11,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"GE",17,2,40,59,3,2656,15,23,56,2597,FALSE,FALSE,TRUE,FALSE,TRUE,2656,64,3.4,60.6,2592,40,23.33,1.67,21.67,16.67,"fp7d",42.5,37.5,5,57.5,100,2.2,2.1,0.1,97.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"GR",10,0,20,392,0,536,10,10,392,144,FALSE,FALSE,TRUE,FALSE,TRUE,552.27,396.2,0.27,395.93,156.07,19.8,12,0,12,7.8,"fp7d",50,50,0,50,100,73.1,73.1,0,26.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"JU",4,0,6,269,0,323,4,2,269,54,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.73,0,265.73,57.27,6,2.27,0,2.27,3.73,"fp7d",66.7,66.7,0,33.3,100,83.3,83.3,0,16.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"LU",27,3,36,680,12,864,24,9,668,184,FALSE,FALSE,TRUE,FALSE,TRUE,915.87,689,13.6,675.4,226.87,40.27,29.2,4.13,25.07,11.07,"fp7d",75,66.7,8.3,25,100,78.7,77.3,1.4,21.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"NE",5,0,10,303,0,428,5,5,303,125,FALSE,FALSE,TRUE,FALSE,TRUE,428,305.73,1.07,304.67,122.27,10,4.73,0.47,4.27,5.27,"fp7d",50,50,0,50,100,70.8,70.8,0,29.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"NW",0,0,4,53,0,87,0,4,53,34,FALSE,FALSE,TRUE,FALSE,TRUE,87,51.6,0.2,51.4,35.4,5.73,2.53,0,2.53,3.2,"fp7d",0,0,0,100,100,60.9,60.9,0,39.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"OW",0,0,0,32,0,67,0,0,32,35,FALSE,FALSE,TRUE,FALSE,TRUE,67,31.67,0,31.67,35.33,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,47.8,47.8,0,52.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"SG",40,5,55,1004,10,1325,35,15,994,321,FALSE,FALSE,TRUE,FALSE,TRUE,1319,982.53,10.47,972.07,336.47,55,38.6,5.33,33.27,16.4,"fp7d",72.7,63.6,9.1,27.3,100,75.8,75,0.8,24.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"SH",5,2,5,97,5,164,3,0,92,67,FALSE,FALSE,TRUE,FALSE,TRUE,164,99.87,5.73,94.13,64.13,5.2,4.27,1.6,2.67,0.93,"fp7d",100,60,40,0,100,59.1,56.1,3,40.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"SO",8,0,17,411,5,516,8,9,406,105,FALSE,FALSE,TRUE,FALSE,TRUE,517,403.6,2.73,400.87,113.4,16.67,10.73,0,10.73,5.93,"fp7d",47.1,47.1,0,52.9,100,79.7,78.7,1,20.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"SZ",8,1,11,188,5,312,7,3,183,124,FALSE,FALSE,TRUE,FALSE,TRUE,312,189.47,2.47,187,122.53,11.13,7.27,0.53,6.73,3.87,"fp7d",72.7,63.6,9.1,27.3,100,60.3,58.7,1.6,39.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"TG",19,1,38,43,1,126,18,19,42,83,FALSE,FALSE,TRUE,FALSE,TRUE,126,43.87,3.47,40.4,82.13,38,17.8,0.73,17.07,20.2,"fp7d",50,47.4,2.6,50,100,34.1,33.3,0.8,65.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"TI",21,0,51,636,1,808,21,30,635,172,FALSE,FALSE,TRUE,FALSE,TRUE,776.13,603.27,1.8,601.47,172.87,51,20.73,0,20.73,30.27,"fp7d",41.2,41.2,0,58.8,100,78.7,78.6,0.1,21.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"UR",2,0,6,60,0,81,2,4,60,21,FALSE,FALSE,TRUE,FALSE,TRUE,81,54.33,0,54.33,26.67,6,2.87,0,2.87,3.13,"fp7d",33.3,33.3,0,66.7,100,74.1,74.1,0,25.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"VD",58,5,90,1040,23,1661,53,32,1017,621,FALSE,FALSE,TRUE,FALSE,TRUE,1646.6,1069.53,21.53,1048,577.07,90,55.87,5.47,50.4,34.13,"fp7d",64.4,58.9,5.6,35.6,100,62.6,61.2,1.4,37.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"VS",7,0,15,28,0,81,7,8,28,53,FALSE,FALSE,TRUE,FALSE,TRUE,178,112.8,0.67,112.13,65.2,19,10.8,0,10.8,8.2,"fp7d",46.7,46.7,0,53.3,100,34.6,34.6,0,65.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"ZG",7,0,8,127,0,196,7,1,127,69,FALSE,FALSE,TRUE,FALSE,TRUE,196.27,126.87,0.93,125.93,69.4,8,4.6,0.2,4.4,3.4,"fp7d",87.5,87.5,0,12.5,100,64.8,64.8,0,35.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-11,"ZH",178,6,304,3055,32,3920,172,126,3023,865,FALSE,FALSE,TRUE,FALSE,TRUE,3917.13,3104.87,29.8,3075.07,812.27,304.07,186.4,5.47,180.93,117.67,"fp7d",58.6,56.6,2,41.4,100,77.9,77.1,0.8,22.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"AG",30,4,50,680,10,1414,26,20,670,734,FALSE,FALSE,TRUE,FALSE,TRUE,1415.33,718,9.87,708.13,697.33,49.87,33.33,3.8,29.53,16.53,"fp7d",60,52,8,40,100,48.1,47.4,0.7,51.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"AR",0,0,10,42,3,141,0,10,39,99,FALSE,FALSE,TRUE,FALSE,TRUE,258.47,118.67,1.93,116.73,139.8,10,0.2,0.2,0,9.8,"fp7d",0,0,0,100,100,29.8,27.7,2.1,70.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"BE",66,2,102,2183,10,3127,64,36,2173,944,FALSE,FALSE,TRUE,FALSE,TRUE,3101.6,2058.33,9.13,2049.2,1043.27,102.73,61.33,1.73,59.6,41.4,"fp7d",64.7,62.7,2,35.3,100,69.8,69.5,0.3,30.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"BL",12,0,15,528,1,640,12,3,527,112,FALSE,FALSE,TRUE,FALSE,TRUE,640,525.2,1.27,523.93,114.8,15.33,11.47,0.47,11,3.87,"fp7d",80,80,0,20,100,82.5,82.3,0.2,17.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"BS",37,0,42,645,3,959,37,5,642,314,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,662.27,3.33,658.93,503,49.47,39.73,0.07,39.67,9.73,"fp7d",88.1,88.1,0,11.9,100,67.3,66.9,0.3,32.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"FR",10,1,24,445,2,500,9,14,443,55,FALSE,FALSE,TRUE,FALSE,TRUE,500,437.13,1.87,435.27,62.87,24,13.87,1,12.87,10.13,"fp7d",41.7,37.5,4.2,58.3,100,89,88.6,0.4,11,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"GE",20,2,40,58,4,2656,18,20,54,2598,FALSE,FALSE,TRUE,FALSE,TRUE,2656,64.13,3.2,60.93,2591.87,40,22.87,1.6,21.27,17.13,"fp7d",50,45,5,50,100,2.2,2,0.2,97.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"GR",15,0,20,391,0,536,15,5,391,145,FALSE,FALSE,TRUE,FALSE,TRUE,553.07,396.13,0.4,395.73,156.93,19.8,12.2,0,12.2,7.6,"fp7d",75,75,0,25,100,72.9,72.9,0,27.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"JU",3,0,6,280,0,323,3,3,280,43,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.87,0,265.87,57.13,6,2.2,0,2.2,3.8,"fp7d",50,50,0,50,100,86.7,86.7,0,13.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"LU",26,2,36,664,19,860,24,10,645,196,FALSE,FALSE,TRUE,FALSE,TRUE,900.8,680.2,12.6,667.6,220.6,39.2,28.73,3.87,24.87,10.47,"fp7d",72.2,66.7,5.6,27.8,100,77.2,75,2.2,22.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"NE",4,0,10,320,0,428,4,6,320,108,FALSE,FALSE,TRUE,FALSE,TRUE,428,305.8,0.87,304.93,122.2,10,4.6,0.4,4.2,5.4,"fp7d",40,40,0,60,100,74.8,74.8,0,25.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"NW",1,0,6,42,0,87,1,5,42,45,FALSE,FALSE,TRUE,FALSE,TRUE,87,52.27,0.07,52.2,34.73,5.73,2.4,0,2.4,3.33,"fp7d",16.7,16.7,0,83.3,100,48.3,48.3,0,51.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"OW",0,0,0,45,0,67,0,0,45,22,FALSE,FALSE,TRUE,FALSE,TRUE,67,32,0.07,31.93,35,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,67.2,67.2,0,32.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"SG",33,5,55,1021,10,1325,28,22,1011,304,FALSE,FALSE,TRUE,FALSE,TRUE,1325,991.47,10.2,981.27,333.53,55,38.67,5.13,33.53,16.33,"fp7d",60,50.9,9.1,40,100,77.1,76.3,0.8,22.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"SH",5,2,5,109,7,164,3,0,102,55,FALSE,FALSE,TRUE,FALSE,TRUE,164,99.2,6.13,93.07,64.8,5.13,4.27,1.47,2.8,0.87,"fp7d",100,60,40,0,100,66.5,62.2,4.3,33.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"SO",9,0,16,433,1,516,9,7,432,83,FALSE,FALSE,TRUE,FALSE,TRUE,516,406.13,2.73,403.4,109.87,16.67,10.67,0,10.67,6,"fp7d",56.2,56.2,0,43.8,100,83.9,83.7,0.2,16.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"SZ",7,1,11,207,5,312,6,4,202,105,FALSE,FALSE,TRUE,FALSE,TRUE,312,190.73,2.73,188,121.27,11.13,7.33,0.6,6.73,3.8,"fp7d",63.6,54.5,9.1,36.4,100,66.3,64.7,1.6,33.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"TG",17,1,38,41,2,126,16,21,39,85,FALSE,FALSE,TRUE,FALSE,TRUE,126,43.67,3.67,40,82.33,38,17.73,0.8,16.93,20.27,"fp7d",44.7,42.1,2.6,55.3,100,32.5,31,1.6,67.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"TI",22,0,51,645,1,820,22,29,644,175,FALSE,FALSE,TRUE,FALSE,TRUE,790.6,617.87,1.8,616.07,172.73,51,21.13,0,21.13,29.87,"fp7d",43.1,43.1,0,56.9,100,78.7,78.5,0.1,21.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"UR",3,0,6,70,0,81,3,3,70,11,FALSE,FALSE,TRUE,FALSE,TRUE,81,54.13,0,54.13,26.87,6,2.73,0,2.73,3.27,"fp7d",50,50,0,50,100,86.4,86.4,0,13.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"VD",57,5,90,1109,24,1661,52,33,1085,552,FALSE,FALSE,TRUE,FALSE,TRUE,1645.33,1074.27,21.27,1053,571.07,90,57.27,5.53,51.73,32.73,"fp7d",63.3,57.8,5.6,36.7,100,66.8,65.3,1.4,33.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"VS",7,0,15,28,2,81,7,8,26,53,FALSE,FALSE,TRUE,FALSE,TRUE,158.6,96.47,0.8,95.67,62.13,18.2,10.47,0,10.47,7.73,"fp7d",46.7,46.7,0,53.3,100,34.6,32.1,2.5,65.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"ZG",5,0,8,127,0,196,5,3,127,69,FALSE,FALSE,TRUE,FALSE,TRUE,195.53,127.67,0.8,126.87,67.87,8,4.53,0.2,4.33,3.47,"fp7d",62.5,62.5,0,37.5,100,64.8,64.8,0,35.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-12,"ZH",185,5,304,3197,27,3920,180,119,3170,723,FALSE,FALSE,TRUE,FALSE,TRUE,3918.07,3124.2,29.4,3094.8,793.87,304.07,187.07,5.67,181.4,117,"fp7d",60.9,59.2,1.6,39.1,100,81.6,80.9,0.7,18.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"AG",29,4,50,808,10,1441,25,21,798,633,FALSE,FALSE,TRUE,FALSE,TRUE,1415.53,727.53,9.47,718.07,688,49.87,33.4,3.53,29.87,16.47,"fp7d",58,50,8,42,100,56.1,55.4,0.7,43.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"AI",0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"AR",0,0,10,186,3,391,0,10,183,205,FALSE,FALSE,TRUE,FALSE,TRUE,258.47,119.53,2,117.53,138.93,10,0.27,0.27,0,9.73,"fp7d",0,0,0,100,100,47.6,46.8,0.8,52.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"BE",65,1,102,2134,9,3127,64,37,2125,993,FALSE,FALSE,TRUE,FALSE,TRUE,3100.67,2067.8,8.8,2059,1032.87,103.53,62.87,1.67,61.2,40.67,"fp7d",63.7,62.7,1,36.3,100,68.2,68,0.3,31.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"BL",13,1,15,546,1,640,12,2,545,94,FALSE,FALSE,TRUE,FALSE,TRUE,640,527.47,1.2,526.27,112.53,15.27,11.53,0.53,11,3.73,"fp7d",86.7,80,6.7,13.3,100,85.3,85.2,0.2,14.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"BS",41,0,50,680,2,1180,41,9,678,500,FALSE,FALSE,TRUE,FALSE,TRUE,1165.27,661.2,3.67,657.53,504.07,49.47,39.27,0,39.27,10.2,"fp7d",82,82,0,18,100,57.6,57.5,0.2,42.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"FR",18,1,24,430,2,500,17,6,428,70,FALSE,FALSE,TRUE,FALSE,TRUE,500,438.8,1.93,436.87,61.2,24,14.07,1,13.07,9.93,"fp7d",75,70.8,4.2,25,100,86,85.6,0.4,14,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"GE",24,2,40,66,3,2656,22,16,63,2590,FALSE,FALSE,TRUE,FALSE,TRUE,2656,64.4,2.87,61.53,2591.6,40,22.47,1.47,21,17.53,"fp7d",60,55,5,40,100,2.5,2.4,0.1,97.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"GL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fp7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"GR",14,0,20,400,0,536,14,6,400,136,FALSE,FALSE,TRUE,FALSE,TRUE,554.53,396.8,0.53,396.27,157.73,19.8,12.73,0,12.73,7.07,"fp7d",70,70,0,30,100,74.6,74.6,0,25.4,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"JU",2,0,6,285,0,323,2,4,285,38,FALSE,FALSE,TRUE,FALSE,TRUE,323,265.4,0,265.4,57.6,6,2.2,0,2.2,3.8,"fp7d",33.3,33.3,0,66.7,100,88.2,88.2,0,11.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"LU",27,2,36,670,14,864,25,9,656,194,FALSE,FALSE,TRUE,FALSE,TRUE,887.27,675.13,11.73,663.4,212.13,38.13,28.67,3.53,25.13,9.47,"fp7d",75,69.4,5.6,25,100,77.5,75.9,1.6,22.5,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"NE",4,0,10,320,0,428,4,6,320,108,FALSE,FALSE,TRUE,FALSE,TRUE,428,305.27,0.67,304.6,122.73,10,4.53,0.33,4.2,5.47,"fp7d",40,40,0,60,100,74.8,74.8,0,25.2,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"NW",1,0,6,42,0,87,1,5,42,45,FALSE,FALSE,TRUE,FALSE,TRUE,87,54.67,0,54.67,32.33,5.73,2.2,0,2.2,3.53,"fp7d",16.7,16.7,0,83.3,100,48.3,48.3,0,51.7,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"OW",0,0,0,38,0,67,0,0,38,29,FALSE,FALSE,TRUE,FALSE,TRUE,67,32.67,0.13,32.53,34.33,0,0,0,0,0,"fp7d",NA,NA,NA,NA,NA,56.7,56.7,0,43.3,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"SG",43,5,55,1012,12,1325,38,12,1000,313,FALSE,FALSE,TRUE,FALSE,TRUE,1325,991.8,10.2,981.6,333.2,55,38.93,5.13,33.8,16.07,"fp7d",78.2,69.1,9.1,21.8,100,76.4,75.5,0.9,23.6,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"SH",3,2,5,97,6,164,1,2,91,67,FALSE,FALSE,TRUE,FALSE,TRUE,164,99.27,6.07,93.2,64.73,5.07,4.27,1.33,2.93,0.8,"fp7d",60,20,40,40,100,59.1,55.5,3.7,40.9,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"SO",13,0,16,414,1,516,13,3,413,102,FALSE,FALSE,TRUE,FALSE,TRUE,516,406.8,2.67,404.13,109.2,16.67,10.67,0,10.67,6,"fp7d",81.2,81.2,0,18.8,100,80.2,80,0.2,19.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"SZ",6,1,11,216,4,312,5,5,212,96,FALSE,FALSE,TRUE,FALSE,TRUE,312,192.33,2.8,189.53,119.67,11.07,7.2,0.6,6.6,3.87,"fp7d",54.5,45.5,9.1,45.5,100,69.2,67.9,1.3,30.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"TG",18,2,38,44,6,126,16,20,38,82,FALSE,FALSE,TRUE,FALSE,TRUE,126,43.93,3.87,40.07,82.07,38,18.33,0.87,17.47,19.67,"fp7d",47.4,42.1,5.3,52.6,100,34.9,30.2,4.8,65.1,100,"COVID19HospCapacity","2021-03-24_08-05-44"
2020-08-13,"TI",25,0,51,628,2,813,25,26,626,185,FALSE,FALSE,TRUE,FALSE,TRUE,803.53,631.2,1.87,629.33,172.33,51,21.73,0,21.73,29.27,"fp7d",49,49,0,51,100,77.2,77,0.2,22.8,100,"COVID19HospCapacity","2021-03-24_08-05-44"
