"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202102,"JU","male",123,"sex",36400,294,0.34,0.65,0.81,235,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.281,28.1
202103,"JU","male",463,"sex",36400,757,1.27,0.77,2.08,280.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.417,41.7
202104,"JU","male",387,"sex",36400,1144,1.06,1,3.14,364.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.531,53.1
202105,"JU","male",501,"sex",36400,1645,1.38,1.17,4.52,425.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.413,41.3
202106,"JU","male",321,"sex",36400,1966,0.88,1.35,5.4,491.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.352,35.2
202107,"JU","male",586,"sex",36400,2552,1.61,1.41,7.01,512,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.44,44
202108,"JU","male",595,"sex",36400,3147,1.63,1.45,8.65,526.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.45,45
202109,"JU","male",587,"sex",36400,3734,1.61,NA,10.26,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.474,47.4
202110,"JU","male",607,"sex",36400,4341,1.67,NA,11.93,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.429,42.9
202111,"JU","male",488,"sex",36400,4829,1.34,NA,13.27,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.425,42.5
202052,"JU","female",0,"sex",37184,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"JU","female",0,"sex",37184,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"JU","female",363,"sex",37184,363,0.98,NA,0.98,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.68,68
202102,"JU","female",314,"sex",37184,677,0.84,0.91,1.82,339.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.719,71.9
202103,"JU","female",646,"sex",37184,1323,1.74,1.14,3.56,423.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.583,58.3
202104,"JU","female",342,"sex",37184,1665,0.92,1.43,4.48,530.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.469,46.9
202105,"JU","female",711,"sex",37184,2376,1.91,1.56,6.39,582,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.587,58.7
202106,"JU","female",590,"sex",37184,2966,1.59,1.69,7.98,630.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.648,64.8
202107,"JU","female",745,"sex",37184,3711,2,1.76,9.98,653.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.56,56
202108,"JU","female",726,"sex",37184,4437,1.95,1.88,11.93,698.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.55,55
202109,"JU","female",651,"sex",37184,5088,1.75,NA,13.68,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.526,52.6
202110,"JU","female",807,"sex",37184,5895,2.17,NA,15.85,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.571,57.1
202111,"JU","female",661,"sex",37184,6556,1.78,NA,17.63,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.575,57.5
202052,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"JU","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"JU","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"NE","male",0,"sex",86495,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"NE","male",119,"sex",86495,119,0.14,NA,0.14,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.567,56.7
202101,"NE","male",227,"sex",86495,346,0.26,NA,0.4,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.566,56.6
202102,"NE","male",260,"sex",86495,606,0.3,0.6,0.7,520.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.531,53.1
202103,"NE","male",573,"sex",86495,1179,0.66,0.82,1.36,710.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.41,41
202104,"NE","male",907,"sex",86495,2086,1.05,0.99,2.41,855.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.397,39.7
202105,"NE","male",1559,"sex",86495,3645,1.8,1.2,4.21,1037.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.429,42.9
202106,"NE","male",1330,"sex",86495,4975,1.54,1.42,5.75,1232.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.432,43.2
202107,"NE","male",1133,"sex",86495,6108,1.31,1.65,7.06,1426.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.452,45.2
202108,"NE","male",1499,"sex",86495,7607,1.73,1.6,8.79,1381.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.405,40.5
202109,"NE","male",1627,"sex",86495,9234,1.88,NA,10.68,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.427,42.7
202110,"NE","male",1932,"sex",86495,11166,2.23,NA,12.91,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.422,42.2
202111,"NE","male",593,"sex",86495,11759,0.69,NA,13.6,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.469,46.9
202052,"NE","female",0,"sex",90001,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"NE","female",91,"sex",90001,91,0.1,NA,0.1,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.433,43.3
202101,"NE","female",174,"sex",90001,265,0.19,NA,0.29,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.434,43.4
202102,"NE","female",230,"sex",90001,495,0.26,0.76,0.55,680.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.469,46.9
202103,"NE","female",823,"sex",90001,1318,0.91,1.03,1.46,930.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.59,59
202104,"NE","female",1375,"sex",90001,2693,1.53,1.24,2.99,1113.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.603,60.3
202105,"NE","female",2071,"sex",90001,4764,2.3,1.56,5.29,1403.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.571,57.1
202106,"NE","female",1749,"sex",90001,6513,1.94,1.87,7.24,1682.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.568,56.8
202107,"NE","female",1371,"sex",90001,7884,1.52,2.16,8.76,1942.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.548,54.8
202108,"NE","female",2206,"sex",90001,10090,2.45,2.05,11.21,1841.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.595,59.5
202109,"NE","female",2182,"sex",90001,12272,2.42,NA,13.64,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.573,57.3
202110,"NE","female",2642,"sex",90001,14914,2.94,NA,16.57,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.578,57.8
202111,"NE","female",672,"sex",90001,15586,0.75,NA,17.32,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.531,53.1
202052,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"NE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"NE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"SH","male",0,"sex",40768,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SH","male",55,"sex",40768,55,0.13,NA,0.13,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.491,49.1
202101,"SH","male",381,"sex",40768,436,0.93,NA,1.07,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.291,29.1
202102,"SH","male",355,"sex",40768,791,0.87,0.88,1.94,360.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.341,34.1
202103,"SH","male",648,"sex",40768,1439,1.59,1.04,3.53,424,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.424,42.4
202104,"SH","male",729,"sex",40768,2168,1.79,1.26,5.32,512.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.423,42.3
202105,"SH","male",357,"sex",40768,2525,0.88,1.28,6.19,522.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.473,47.3
202106,"SH","male",443,"sex",40768,2968,1.09,1.52,7.28,617.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.352,35.2
202107,"SH","male",675,"sex",40768,3643,1.66,1.39,8.94,567.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.365,36.5
202108,"SH","male",448,"sex",40768,4091,1.1,1.23,10.03,500.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.494,49.4
202109,"SH","male",1024,"sex",40768,5115,2.51,NA,12.55,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.457,45.7
202110,"SH","male",295,"sex",40768,5410,0.72,NA,13.27,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.394,39.4
202111,"SH","male",261,"sex",40768,5671,0.64,NA,13.91,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.468,46.8
202052,"SH","female",0,"sex",41580,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SH","female",56,"sex",41580,56,0.13,NA,0.13,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.5,50
202101,"SH","female",930,"sex",41580,986,2.24,NA,2.37,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.709,70.9
202102,"SH","female",685,"sex",41580,1671,1.65,1.35,4.02,563.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.659,65.9
202103,"SH","female",879,"sex",41580,2550,2.11,1.63,6.13,679.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.576,57.6
202104,"SH","female",995,"sex",41580,3545,2.39,2.02,8.53,839,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.577,57.7
202105,"SH","female",397,"sex",41580,3942,0.95,1.85,9.48,771.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.527,52.7
202106,"SH","female",814,"sex",41580,4756,1.96,2.04,11.44,847.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.648,64.8
202107,"SH","female",1173,"sex",41580,5929,2.82,1.89,14.26,786.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.635,63.5
202108,"SH","female",458,"sex",41580,6387,1.1,1.65,15.36,687.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.506,50.6
202109,"SH","female",1218,"sex",41580,7605,2.93,NA,18.29,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.543,54.3
202110,"SH","female",453,"sex",41580,8058,1.09,NA,19.38,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.606,60.6
202111,"SH","female",297,"sex",41580,8355,0.71,NA,20.09,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.532,53.2
202052,"SH","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SH","unknown",1,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.009,0.9
202101,"SH","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"SH","unknown",0,"sex",NA,1,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"SH","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"SH","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"SH","unknown",0,"sex",NA,1,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"SO","male",0,"sex",137659,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","male",26,"sex",137659,26,0.02,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.2,20
202101,"SO","male",1345,"sex",137659,1371,0.98,NA,1,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.39,39
202102,"SO","male",1560,"sex",137659,2931,1.13,0.81,2.13,1121.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.39,39
202103,"SO","male",1901,"sex",137659,4832,1.38,0.99,3.51,1368.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.478,47.8
202104,"SO","male",1515,"sex",137659,6347,1.1,1.26,4.61,1731.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.471,47.1
202105,"SO","male",1504,"sex",137659,7851,1.09,1.28,5.7,1765.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.401,40.1
202106,"SO","male",1727,"sex",137659,9578,1.25,1.29,6.96,1781.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.503,50.3
202107,"SO","male",2571,"sex",137659,12149,1.87,1.28,8.83,1770.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.453,45.3
202108,"SO","male",1581,"sex",137659,13730,1.15,1.29,9.97,1782.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.448,44.8
202109,"SO","male",1672,"sex",137659,15402,1.21,NA,11.19,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.425,42.5
202110,"SO","male",1823,"sex",137659,17225,1.32,NA,12.51,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.462,46.2
202111,"SO","male",1598,"sex",137659,18823,1.16,NA,13.67,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.457,45.7
202052,"SO","female",0,"sex",137588,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","female",104,"sex",137588,104,0.08,NA,0.08,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.8,80
202101,"SO","female",2108,"sex",137588,2212,1.53,NA,1.61,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.61,61
202102,"SO","female",2444,"sex",137588,4656,1.78,1.11,3.38,1526,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.61,61
202103,"SO","female",2079,"sex",137588,6735,1.51,1.29,4.9,1769.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.522,52.2
202104,"SO","female",1701,"sex",137588,8436,1.24,1.6,6.13,2199.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.529,52.9
202105,"SO","female",2246,"sex",137588,10682,1.63,1.58,7.76,2175.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.599,59.9
202106,"SO","female",1706,"sex",137588,12388,1.24,1.56,9,2149.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.497,49.7
202107,"SO","female",3110,"sex",137588,15498,2.26,1.57,11.26,2156.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.547,54.7
202108,"SO","female",1945,"sex",137588,17443,1.41,1.59,12.68,2185.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.552,55.2
202109,"SO","female",2261,"sex",137588,19704,1.64,NA,14.32,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.575,57.5
202110,"SO","female",2126,"sex",137588,21830,1.55,NA,15.87,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.538,53.8
202111,"SO","female",1902,"sex",137588,23732,1.38,NA,17.25,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.543,54.3
202052,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"SO","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"SO","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"UR","male",0,"sex",18739,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","male",0,"sex",18739,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","male",143,"sex",18739,143,0.76,NA,0.76,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.392,39.2
202102,"UR","male",187,"sex",18739,330,1,1,1.76,187,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.437,43.7
202103,"UR","male",233,"sex",18739,563,1.24,1.21,3,226.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.513,51.3
202104,"UR","male",422,"sex",18739,985,2.25,1.44,5.26,269.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.447,44.7
202105,"UR","male",324,"sex",18739,1309,1.73,1.48,6.99,278,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.455,45.5
202106,"UR","male",277,"sex",18739,1586,1.48,1.63,8.46,305.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.483,48.3
202107,"UR","male",303,"sex",18739,1889,1.62,1.74,10.08,326,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.503,50.3
202108,"UR","male",200,"sex",18739,2089,1.07,1.55,11.15,290.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.427,42.7
202109,"UR","male",379,"sex",18739,2468,2.02,NA,13.17,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.471,47.1
202110,"UR","male",377,"sex",18739,2845,2.01,NA,15.18,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.467,46.7
202111,"UR","male",176,"sex",18739,3021,0.94,NA,16.12,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.494,49.4
202052,"UR","female",0,"sex",17964,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","female",0,"sex",17964,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","female",222,"sex",17964,222,1.24,NA,1.24,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.608,60.8
202102,"UR","female",241,"sex",17964,463,1.34,1.27,2.58,227.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.563,56.3
202103,"UR","female",221,"sex",17964,684,1.23,1.5,3.81,270,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.487,48.7
202104,"UR","female",522,"sex",17964,1206,2.91,1.74,6.71,312.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.553,55.3
202105,"UR","female",388,"sex",17964,1594,2.16,1.78,8.87,319.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.545,54.5
202106,"UR","female",296,"sex",17964,1890,1.65,1.92,10.52,345.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.517,51.7
202107,"UR","female",299,"sex",17964,2189,1.66,2.09,12.19,375.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.497,49.7
202108,"UR","female",268,"sex",17964,2457,1.49,1.82,13.68,326.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.573,57.3
202109,"UR","female",425,"sex",17964,2882,2.37,NA,16.04,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.529,52.9
202110,"UR","female",430,"sex",17964,3312,2.39,NA,18.44,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.533,53.3
202111,"UR","female",180,"sex",17964,3492,1,NA,19.44,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.506,50.6
202052,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202101,"UR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"UR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
