"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"0 - 9","CH",202009,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202010,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202011,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202012,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202013,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202014,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202015,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202016,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202017,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202018,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202019,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202020,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202021,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202022,2635,2635,0.1,10,873043,301.82,301.82,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202023,3657,6292,0.143,14.3,873043,418.88,720.7,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.14
"0 - 9","CH",202024,7391,13683,0.207,20.7,873043,846.58,1567.28,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202025,9062,22745,0.188,18.8,873043,1037.98,2605.26,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.09
"0 - 9","CH",202026,4655,27400,0.081,8.1,873043,533.19,3138.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.19
"0 - 9","CH",202027,2900,30300,0.041,4.1,873043,332.17,3470.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.34
"0 - 9","CH",202028,2008,32308,0.041,4.1,873043,230,3700.62,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.85
"0 - 9","CH",202029,1491,33799,0.035,3.5,873043,170.78,3871.4,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"0 - 9","CH",202030,1160,34959,0.033,3.3,873043,132.87,4004.27,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"0 - 9","CH",202031,1196,36155,0.032,3.2,873043,136.99,4141.26,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.92
"0 - 9","CH",202032,1258,37413,0.033,3.3,873043,144.09,4285.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.43
"0 - 9","CH",202033,1568,38981,0.038,3.8,873043,179.6,4464.96,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,1.72
"0 - 9","CH",202034,2966,41947,0.052,5.2,873043,339.73,4804.69,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.21
"0 - 9","CH",202035,4437,46384,0.06,6,873043,508.22,5312.91,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.92
"0 - 9","CH",202036,4030,50414,0.046,4.6,873043,461.6,5774.52,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"0 - 9","CH",202037,2937,53351,0.032,3.2,873043,336.41,6110.92,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"0 - 9","CH",202038,2015,55366,0.024,2.4,873043,230.8,6341.73,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.65
"0 - 9","CH",202039,1374,56740,0.02,2,873043,157.38,6499.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"0 - 9","CH",202040,1178,57918,0.017,1.7,873043,134.93,6634.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.55
"0 - 9","CH",202041,1210,59128,0.014,1.4,873043,138.6,6772.63,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,4.79
"0 - 9","CH",202042,1661,60789,0.013,1.3,873043,190.25,6962.89,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,7.47
"0 - 9","CH",202043,2292,63081,0.013,1.3,873043,262.53,7225.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.13
"0 - 9","CH",202044,3021,66102,0.014,1.4,873043,346.03,7571.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,13.47
"0 - 9","CH",202045,3030,69132,0.015,1.5,873043,347.06,7918.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,14.55
"0 - 9","CH",202046,3003,72135,0.017,1.7,873043,343.97,8262.48,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,14.15
"0 - 9","CH",202047,2879,75014,0.018,1.8,873043,329.77,8592.25,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,13.82
"0 - 9","CH",202048,2849,77863,0.018,1.8,873043,326.33,8918.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,10.25
"0 - 9","CH",202049,2600,80463,0.016,1.6,873043,297.81,9216.38,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.58
"0 - 9","CH",202050,3443,83906,0.016,1.6,873043,394.37,9610.75,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.4
"0 - 9","CH",202051,5208,89114,0.021,2.1,873043,596.53,10207.29,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,8.22
"0 - 9","CH",202052,3724,92838,0.018,1.8,873043,426.55,10633.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,8.06
"0 - 9","CH",202053,1832,94670,0.012,1.2,873043,209.84,10843.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,11.57
"0 - 9","CH",202101,1984,96654,0.012,1.2,873043,227.25,11070.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.26
"0 - 9","CH",202102,2050,98704,0.014,1.4,873043,234.81,11305.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,12.34
"0 - 9","CH",202103,4115,102819,0.025,2.5,873043,471.34,11777.08,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.85
"0 - 9","CH",202104,5251,108070,0.031,3.1,873043,601.46,12378.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.53
"0 - 9","CH",202105,7438,115508,0.04,4,873043,851.96,13230.51,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.6
"0 - 9","CH",202106,7373,122881,0.038,3.8,873043,844.52,14075.02,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.86
"0 - 9","CH",202107,4970,127851,0.028,2.8,873043,569.27,14644.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.81
"0 - 9","CH",202108,3967,131818,0.024,2.4,873043,454.39,15098.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,5.97
"0 - 9","CH",202109,4856,136674,0.028,2.8,873043,556.22,15654.9,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,5.7
"0 - 9","CH",202110,6037,142711,0.031,3.1,873043,691.49,16346.39,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,6.84
"0 - 9","CH",202111,8077,150788,0.035,3.5,873043,925.15,17271.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,7.02
"0 - 9","CH",202112,2800,153588,0.038,3.8,873043,320.72,17592.26,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,7.04
"10 - 19","CH",202009,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202010,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202011,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202012,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202013,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202014,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202015,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202016,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202017,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202018,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202019,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202020,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202021,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202022,2185,2185,0.083,8.3,844155,258.84,258.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.92
"10 - 19","CH",202023,2606,4791,0.102,10.2,844155,308.71,567.55,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.65
"10 - 19","CH",202024,4360,9151,0.122,12.2,844155,516.49,1084.04,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.32
"10 - 19","CH",202025,8481,17632,0.176,17.6,844155,1004.67,2088.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.13
"10 - 19","CH",202026,9950,27582,0.174,17.4,844155,1178.69,3267.41,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.28
"10 - 19","CH",202027,11214,38796,0.16,16,844155,1328.43,4595.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"10 - 19","CH",202028,5942,44738,0.12,12,844155,703.9,5299.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"10 - 19","CH",202029,3757,48495,0.088,8.8,844155,445.06,5744.8,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"10 - 19","CH",202030,2783,51278,0.078,7.8,844155,329.68,6074.48,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.62
"10 - 19","CH",202031,2947,54225,0.079,7.9,844155,349.11,6423.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.53
"10 - 19","CH",202032,3384,57609,0.087,8.7,844155,400.87,6824.46,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,4.4
"10 - 19","CH",202033,4498,62107,0.108,10.8,844155,532.84,7357.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.05
"10 - 19","CH",202034,7623,69730,0.133,13.3,844155,903.03,8260.33,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.08
"10 - 19","CH",202035,11158,80888,0.152,15.2,844155,1321.8,9582.13,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.48
"10 - 19","CH",202036,13569,94457,0.156,15.6,844155,1607.41,11189.53,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"10 - 19","CH",202037,16060,110517,0.177,17.7,844155,1902.49,13092.03,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.22
"10 - 19","CH",202038,15032,125549,0.178,17.8,844155,1780.72,14872.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.54
"10 - 19","CH",202039,9933,135482,0.146,14.6,844155,1176.68,16049.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"10 - 19","CH",202040,8174,143656,0.121,12.1,844155,968.31,17017.73,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.24
"10 - 19","CH",202041,9093,152749,0.102,10.2,844155,1077.17,18094.9,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.97
"10 - 19","CH",202042,12585,165334,0.099,9.9,844155,1490.84,19585.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12.24
"10 - 19","CH",202043,17744,183078,0.1,10,844155,2101.98,21687.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.39
"10 - 19","CH",202044,24014,207092,0.111,11.1,844155,2844.74,24532.46,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,20.62
"10 - 19","CH",202045,23616,230708,0.114,11.4,844155,2797.59,27330.05,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,20.22
"10 - 19","CH",202046,19673,250381,0.109,10.9,844155,2330.5,29660.55,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,19.87
"10 - 19","CH",202047,16030,266411,0.102,10.2,844155,1898.94,31559.49,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.57
"10 - 19","CH",202048,15390,281801,0.096,9.6,844155,1823.12,33382.61,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.72
"10 - 19","CH",202049,15627,297428,0.095,9.5,844155,1851.2,35233.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.23
"10 - 19","CH",202050,19566,316994,0.093,9.3,844155,2317.82,37551.63,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.13
"10 - 19","CH",202051,21003,337997,0.087,8.7,844155,2488.05,40039.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.33
"10 - 19","CH",202052,13915,351912,0.068,6.8,844155,1648.39,41688.08,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.93
"10 - 19","CH",202053,9200,361112,0.062,6.2,844155,1089.85,42777.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,18.92
"10 - 19","CH",202101,12612,373724,0.076,7.6,844155,1494.04,44271.96,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,17.92
"10 - 19","CH",202102,11935,385659,0.081,8.1,844155,1413.84,45685.8,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,13.25
"10 - 19","CH",202103,15917,401576,0.098,9.8,844155,1885.55,47571.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,10.44
"10 - 19","CH",202104,16756,418332,0.1,10,844155,1984.94,49556.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.86
"10 - 19","CH",202105,18966,437298,0.102,10.2,844155,2246.74,51803.05,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.69
"10 - 19","CH",202106,19944,457242,0.103,10.3,844155,2362.6,54165.64,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,5.74
"10 - 19","CH",202107,15682,472924,0.089,8.9,844155,1857.72,56023.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,5.94
"10 - 19","CH",202108,16395,489319,0.098,9.8,844155,1942.18,57965.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,5.98
"10 - 19","CH",202109,20294,509613,0.116,11.6,844155,2404.06,60369.6,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4.73
"10 - 19","CH",202110,23770,533383,0.122,12.2,844155,2815.83,63185.43,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,5.72
"10 - 19","CH",202111,27351,560734,0.119,11.9,844155,3240.04,66425.48,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,5.79
"10 - 19","CH",202112,8525,569259,0.116,11.6,844155,1009.89,67435.36,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,6.82
"20 - 29","CH",202009,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202010,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202011,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202012,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202013,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202014,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202015,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202016,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202017,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202018,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202019,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202020,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202021,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202022,3161,3161,0.12,12,1045350,302.39,302.39,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.01
"20 - 29","CH",202023,2837,5998,0.111,11.1,1045350,271.39,573.78,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.78
