"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"30 - 39","VD",202105,4179,92489,0.201,20.1,116644,3582.7,79291.69,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.2
"30 - 39","VD",202106,4295,96784,0.202,20.2,116644,3682.14,82973.83,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.63
"30 - 39","VD",202107,4631,101415,0.207,20.7,116644,3970.2,86944.03,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.77
"30 - 39","VD",202108,3907,105322,0.201,20.1,116644,3349.51,90293.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,5.25
"30 - 39","VD",202109,3879,109201,0.204,20.4,116644,3325.5,93619.05,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,5.44
"30 - 39","VD",202110,4198,113399,0.205,20.5,116644,3598.98,97218.03,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.43
"30 - 39","VD",202111,4972,118371,0.205,20.5,116644,4262.54,101480.57,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,5.35
"30 - 39","VD",202112,1632,120003,0.193,19.3,116644,1399.13,102879.7,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.21
"30 - 39","VS",202009,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202010,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202011,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202012,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202013,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202014,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202015,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202016,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202017,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202018,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202019,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202020,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202021,NA,NA,NA,NA,45872,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202022,90,90,0.105,10.5,45872,196.2,196.2,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202023,89,179,0.121,12.1,45872,194.02,390.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,2.25
"30 - 39","VS",202024,120,299,0.121,12.1,45872,261.6,651.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,1.67
"30 - 39","VS",202025,241,540,0.167,16.7,45872,525.37,1177.19,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"30 - 39","VS",202026,365,905,0.182,18.2,45872,795.69,1972.88,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,3.29
"30 - 39","VS",202027,322,1227,0.151,15.1,45872,701.95,2674.83,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"30 - 39","VS",202028,233,1460,0.172,17.2,45872,507.94,3182.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","VS",202029,237,1697,0.187,18.7,45872,516.66,3699.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,0.84
"30 - 39","VS",202030,200,1897,0.181,18.1,45872,436,4135.42,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1
"30 - 39","VS",202031,219,2116,0.178,17.8,45872,477.42,4612.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.83
"30 - 39","VS",202032,237,2353,0.188,18.8,45872,516.66,5129.49,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.38
"30 - 39","VS",202033,212,2565,0.172,17.2,45872,462.16,5591.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.83
"30 - 39","VS",202034,316,2881,0.178,17.8,45872,688.87,6280.52,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.8
"30 - 39","VS",202035,547,3428,0.192,19.2,45872,1192.45,7472.97,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.19
"30 - 39","VS",202036,616,4044,0.2,20,45872,1342.87,8815.84,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.79
"30 - 39","VS",202037,548,4592,0.177,17.7,45872,1194.63,10010.46,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.28
"30 - 39","VS",202038,484,5076,0.183,18.3,45872,1055.11,11065.57,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.89
"30 - 39","VS",202039,390,5466,0.18,18,45872,850.19,11915.77,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,4.1
"30 - 39","VS",202040,449,5915,0.191,19.1,45872,978.81,12894.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,8.46
"30 - 39","VS",202041,642,6557,0.182,18.2,45872,1399.55,14294.12,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,16.82
"30 - 39","VS",202042,1206,7763,0.18,18,45872,2629.05,16923.18,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,25.7
"30 - 39","VS",202043,2020,9783,0.19,19,45872,4403.56,21326.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,35.84
"30 - 39","VS",202044,2110,11893,0.182,18.2,45872,4599.76,25926.49,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,42.65
"30 - 39","VS",202045,1696,13589,0.166,16.6,45872,3697.24,29623.74,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,33.9
"30 - 39","VS",202046,1241,14830,0.169,16.9,45872,2705.35,32329.09,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,28.44
"30 - 39","VS",202047,893,15723,0.172,17.2,45872,1946.72,34275.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,23.74
"30 - 39","VS",202048,783,16506,0.168,16.8,45872,1706.92,35982.73,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,21.2
"30 - 39","VS",202049,791,17297,0.182,18.2,45872,1724.36,37707.1,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,19.47
"30 - 39","VS",202050,866,18163,0.188,18.8,45872,1887.86,39594.96,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.09
"30 - 39","VS",202051,1098,19261,0.182,18.2,45872,2393.62,41988.58,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,8.47
"30 - 39","VS",202052,1212,20473,0.204,20.4,45872,2642.13,44630.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,8.83
"30 - 39","VS",202053,1122,21595,0.182,18.2,45872,2445.94,47076.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,12.92
"30 - 39","VS",202101,1145,22740,0.172,17.2,45872,2496.08,49572.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,13.8
"30 - 39","VS",202102,1008,23748,0.17,17,45872,2197.42,51770.14,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.9
"30 - 39","VS",202103,1095,24843,0.179,17.9,45872,2387.08,54157.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,12.69
"30 - 39","VS",202104,1163,26006,0.185,18.5,45872,2535.32,56692.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,9.8
"30 - 39","VS",202105,1446,27452,0.176,17.6,45872,3152.25,59844.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.85
"30 - 39","VS",202106,1622,29074,0.183,18.3,45872,3535.93,63380.71,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.93
"30 - 39","VS",202107,1448,30522,0.161,16.1,45872,3156.61,66537.32,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.21
"30 - 39","VS",202108,1461,31983,0.163,16.3,45872,3184.95,69722.27,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,6.3
"30 - 39","VS",202109,1161,33144,0.172,17.2,45872,2530.96,72253.23,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,6.72
"30 - 39","VS",202110,1374,34518,0.192,19.2,45872,2995.29,75248.52,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,7.06
"30 - 39","VS",202111,1740,36258,0.195,19.5,45872,3793.16,79041.68,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.48
"30 - 39","VS",202112,534,36792,0.18,18,45872,1164.11,80205.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.81
"30 - 39","ZG",202009,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202010,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202011,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202012,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202013,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202014,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202015,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202016,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202017,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202018,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202019,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202020,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202021,NA,NA,NA,NA,18383,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202022,37,37,0.145,14.5,18383,201.27,201.27,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202023,40,77,0.162,16.2,18383,217.59,418.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZG",202024,92,169,0.183,18.3,18383,500.46,919.33,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"30 - 39","ZG",202025,129,298,0.2,20,18383,701.74,1621.06,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,1.55
"30 - 39","ZG",202026,113,411,0.171,17.1,18383,614.7,2235.76,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,2.65
"30 - 39","ZG",202027,183,594,0.184,18.4,18383,995.48,3231.25,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.55
"30 - 39","ZG",202028,157,751,0.184,18.4,18383,854.05,4085.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.64
"30 - 39","ZG",202029,166,917,0.214,21.4,18383,903.01,4988.3,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.81
"30 - 39","ZG",202030,193,1110,0.234,23.4,18383,1049.88,6038.19,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.55
"30 - 39","ZG",202031,117,1227,0.194,19.4,18383,636.46,6674.65,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.71
"30 - 39","ZG",202032,118,1345,0.226,22.6,18383,641.9,7316.54,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.69
"30 - 39","ZG",202033,130,1475,0.233,23.3,18383,707.18,8023.72,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,1.54
"30 - 39","ZG",202034,146,1621,0.213,21.3,18383,794.21,8817.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,4.79
"30 - 39","ZG",202035,186,1807,0.211,21.1,18383,1011.8,9829.73,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.69
"30 - 39","ZG",202036,284,2091,0.246,24.6,18383,1544.91,11374.64,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.52
"30 - 39","ZG",202037,233,2324,0.202,20.2,18383,1267.48,12642.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.72
"30 - 39","ZG",202038,220,2544,0.207,20.7,18383,1196.76,13838.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.45
"30 - 39","ZG",202039,146,2690,0.166,16.6,18383,794.21,14633.08,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,0.68
"30 - 39","ZG",202040,238,2928,0.208,20.8,18383,1294.67,15927.76,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,6.72
"30 - 39","ZG",202041,335,3263,0.212,21.2,18383,1822.34,17750.1,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,6.27
"30 - 39","ZG",202042,420,3683,0.202,20.2,18383,2284.72,20034.81,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,9.76
"30 - 39","ZG",202043,539,4222,0.193,19.3,18383,2932.06,22966.87,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,14.29
"30 - 39","ZG",202044,539,4761,0.198,19.8,18383,2932.06,25898.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,16.33
"30 - 39","ZG",202045,518,5279,0.208,20.8,18383,2817.82,28716.75,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,13.13
"30 - 39","ZG",202046,413,5692,0.191,19.1,18383,2246.64,30963.39,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,13.8
"30 - 39","ZG",202047,439,6131,0.195,19.5,18383,2388.08,33351.47,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,12.3
"30 - 39","ZG",202048,461,6592,0.203,20.3,18383,2507.75,35859.22,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,12.15
"30 - 39","ZG",202049,466,7058,0.197,19.7,18383,2534.95,38394.17,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.37
"30 - 39","ZG",202050,556,7614,0.214,21.4,18383,3024.53,41418.7,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,9.71
"30 - 39","ZG",202051,903,8517,0.23,23,18383,4912.15,46330.85,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,7.53
"30 - 39","ZG",202052,686,9203,0.23,23,18383,3731.71,50062.56,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,7.87
"30 - 39","ZG",202053,442,9645,0.21,21,18383,2404.4,52466.95,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,16.06
"30 - 39","ZG",202101,445,10090,0.181,18.1,18383,2420.71,54887.67,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,12.58
"30 - 39","ZG",202102,380,10470,0.178,17.8,18383,2067.13,56954.8,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,9.47
"30 - 39","ZG",202103,389,10859,0.168,16.8,18383,2116.09,59070.88,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,6.43
"30 - 39","ZG",202104,409,11268,0.18,18,18383,2224.88,61295.76,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.36
"30 - 39","ZG",202105,587,11855,0.193,19.3,18383,3193.17,64488.93,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,4.94
"30 - 39","ZG",202106,509,12364,0.195,19.5,18383,2768.86,67257.79,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.72
"30 - 39","ZG",202107,423,12787,0.196,19.6,18383,2301.04,69558.83,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.78
"30 - 39","ZG",202108,361,13148,0.102,10.2,18383,1963.77,71522.6,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.99
"30 - 39","ZG",202109,634,13782,0.078,7.8,18383,3448.84,74971.44,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,3.31
"30 - 39","ZG",202110,573,14355,0.074,7.4,18383,3117.01,78088.45,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,5.06
"30 - 39","ZG",202111,714,15069,0.084,8.4,18383,3884.02,81972.47,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,3.92
"30 - 39","ZG",202112,222,15291,0.1,10,18383,1207.64,83180.11,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,7.21
"30 - 39","ZH",202009,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZH",202010,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZH",202011,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZH",202012,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZH",202013,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","ZH",202014,NA,NA,NA,NA,253964,NA,NA,"COVID19Test","altersklasse_covid19","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
