"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"female","AI",202028,23,134,0.418,41.8,7825,293.93,1712.46,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202029,24,158,0.444,44.4,7825,306.71,2019.17,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202030,32,190,0.571,57.1,7825,408.95,2428.12,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202031,15,205,0.366,36.6,7825,191.69,2619.81,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202032,18,223,0.514,51.4,7825,230.03,2849.84,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202033,27,250,0.45,45,7825,345.05,3194.89,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202034,35,285,0.486,48.6,7825,447.28,3642.17,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202035,42,327,0.538,53.8,7825,536.74,4178.91,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202036,41,368,0.451,45.1,7825,523.96,4702.88,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202037,42,410,0.494,49.4,7825,536.74,5239.62,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202038,53,463,0.505,50.5,7825,677.32,5916.93,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AI",202039,29,492,0.453,45.3,7825,370.61,6287.54,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,10.34
"female","AI",202040,46,538,0.474,47.4,7825,587.86,6875.4,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.17
"female","AI",202041,72,610,0.45,45,7825,920.13,7795.53,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,18.06
"female","AI",202042,108,718,0.491,49.1,7825,1380.19,9175.72,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,34.26
"female","AI",202043,130,848,0.494,49.4,7825,1661.34,10837.06,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,35.38
"female","AI",202044,168,1016,0.512,51.2,7825,2146.96,12984.03,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,38.1
"female","AI",202045,117,1133,0.483,48.3,7825,1495.21,14479.23,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,29.91
"female","AI",202046,119,1252,0.527,52.7,7825,1520.77,16000,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.85
"female","AI",202047,96,1348,0.525,52.5,7825,1226.84,17226.84,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,15.62
"female","AI",202048,97,1445,0.505,50.5,7825,1239.62,18466.45,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,12.37
"female","AI",202049,146,1591,0.652,65.2,7825,1865.81,20332.27,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.64
"female","AI",202050,117,1708,0.502,50.2,7825,1495.21,21827.48,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,25.64
"female","AI",202051,114,1822,0.556,55.6,7825,1456.87,23284.35,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,14.91
"female","AI",202052,89,1911,0.506,50.6,7825,1137.38,24421.73,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,15.73
"female","AI",202053,79,1990,0.564,56.4,7825,1009.58,25431.31,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,29.11
"female","AI",202101,111,2101,0.534,53.4,7825,1418.53,26849.84,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,10.81
"female","AI",202102,86,2187,0.424,42.4,7825,1099.04,27948.88,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,17.44
"female","AI",202103,118,2305,0.494,49.4,7825,1507.99,29456.87,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,18.64
"female","AI",202104,135,2440,0.458,45.8,7825,1725.24,31182.11,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.67
"female","AI",202105,95,2535,0.48,48,7825,1214.06,32396.17,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,8.42
"female","AI",202106,208,2743,0.583,58.3,7825,2658.15,35054.31,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,3.37
"female","AI",202107,157,2900,0.549,54.9,7825,2006.39,37060.7,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,2.55
"female","AI",202108,260,3160,0.595,59.5,7825,3322.68,40383.39,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,1.54
"female","AI",202109,236,3396,0.548,54.8,7825,3015.97,43399.36,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,1.69
"female","AI",202110,341,3737,0.558,55.8,7825,4357.83,47757.19,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,2.35
"female","AI",202111,267,4004,0.52,52,7825,3412.14,51169.33,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,1.5
"female","AI",202112,38,4042,0.528,52.8,7825,485.62,51654.95,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,18.42
"female","AR",202009,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202010,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202011,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202012,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202013,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202014,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202015,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202016,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202017,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202018,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202019,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202020,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202021,NA,NA,NA,NA,27507,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202022,42,42,0.467,46.7,27507,152.69,152.69,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202023,41,83,0.441,44.1,27507,149.05,301.74,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","AR",202024,66,149,0.537,53.7,27507,239.94,541.68,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AR",202025,91,240,0.503,50.3,27507,330.82,872.51,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AR",202026,136,376,0.435,43.5,27507,494.42,1366.92,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.74
"female","AR",202027,174,550,0.445,44.5,27507,632.57,1999.49,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AR",202028,123,673,0.494,49.4,27507,447.16,2446.65,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.63
"female","AR",202029,102,775,0.505,50.5,27507,370.81,2817.46,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AR",202030,69,844,0.566,56.6,27507,250.85,3068.31,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.45
"female","AR",202031,81,925,0.529,52.9,27507,294.47,3362.78,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,2.47
"female","AR",202032,82,1007,0.471,47.1,27507,298.11,3660.89,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"female","AR",202033,99,1106,0.444,44.4,27507,359.91,4020.79,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.04
"female","AR",202034,172,1278,0.507,50.7,27507,625.3,4646.09,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.74
"female","AR",202035,214,1492,0.517,51.7,27507,777.98,5424.07,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.4
"female","AR",202036,201,1693,0.509,50.9,27507,730.72,6154.8,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,0.5
"female","AR",202037,219,1912,0.489,48.9,27507,796.16,6950.96,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.65
"female","AR",202038,203,2115,0.514,51.4,27507,737.99,7688.95,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.46
"female","AR",202039,183,2298,0.518,51.8,27507,665.29,8354.24,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"female","AR",202040,195,2493,0.478,47.8,27507,708.91,9063.15,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,7.69
"female","AR",202041,181,2674,0.439,43.9,27507,658.01,9721.16,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.39
"female","AR",202042,302,2976,0.514,51.4,27507,1097.9,10819.06,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,19.87
"female","AR",202043,484,3460,0.518,51.8,27507,1759.55,12578.62,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,22.73
"female","AR",202044,614,4074,0.508,50.8,27507,2232.16,14810.78,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,20.85
"female","AR",202045,469,4543,0.51,51,27507,1705.02,16515.8,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,20.47
"female","AR",202046,449,4992,0.541,54.1,27507,1632.31,18148.11,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,26.06
"female","AR",202047,436,5428,0.534,53.4,27507,1585.05,19733.16,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.64
"female","AR",202048,527,5955,0.539,53.9,27507,1915.88,21649.03,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,20.3
"female","AR",202049,635,6590,0.592,59.2,27507,2308.5,23957.54,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.32
"female","AR",202050,616,7206,0.568,56.8,27507,2239.43,26196.97,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,18.18
"female","AR",202051,685,7891,0.566,56.6,27507,2490.28,28687.24,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,17.66
"female","AR",202052,502,8393,0.547,54.7,27507,1824.99,30512.23,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,15.94
"female","AR",202053,369,8762,0.543,54.3,27507,1341.48,31853.71,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,23.04
"female","AR",202101,537,9299,0.554,55.4,27507,1952.23,33805.94,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,23.28
"female","AR",202102,336,9635,0.471,47.1,27507,1221.51,35027.45,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,16.67
"female","AR",202103,418,10053,0.509,50.9,27507,1519.61,36547.06,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,11.96
"female","AR",202104,530,10583,0.564,56.4,27507,1926.78,38473.84,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,11.89
"female","AR",202105,376,10959,0.527,52.7,27507,1366.92,39840.77,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.12
"female","AR",202106,462,11421,0.511,51.1,27507,1679.57,41520.34,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,5.19
"female","AR",202107,431,11852,0.539,53.9,27507,1566.87,43087.21,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.41
"female","AR",202108,420,12272,0.574,57.4,27507,1526.88,44614.1,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.05
"female","AR",202109,368,12640,0.508,50.8,27507,1337.84,45951.94,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,5.98
"female","AR",202110,469,13109,0.555,55.5,27507,1705.02,47656.96,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,6.61
"female","AR",202111,510,13619,0.537,53.7,27507,1854.07,49511.03,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.9
"female","AR",202112,127,13746,0.531,53.1,27507,461.7,49972.73,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,7.09
"female","BE",202009,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202010,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202011,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202012,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202013,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202014,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202015,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202016,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202017,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202018,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202019,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202020,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202021,NA,NA,NA,NA,529304,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","BE",202022,1134,1134,0.488,48.8,529304,214.24,214.24,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.62
"female","BE",202023,1258,2392,0.537,53.7,529304,237.67,451.91,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.24
"female","BE",202024,2161,4553,0.555,55.5,529304,408.27,860.19,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,1.34
"female","BE",202025,2946,7499,0.556,55.6,529304,556.58,1416.77,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.24
"female","BE",202026,3074,10573,0.514,51.4,529304,580.76,1997.53,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.26
"female","BE",202027,3196,13769,0.461,46.1,529304,603.81,2601.34,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.47
"female","BE",202028,2565,16334,0.551,55.1,529304,484.6,3085.94,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"female","BE",202029,2163,18497,0.521,52.1,529304,408.65,3494.59,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.06
"female","BE",202030,1667,20164,0.52,52,529304,314.94,3809.53,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.14
"female","BE",202031,1787,21951,0.496,49.6,529304,337.61,4147.14,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.79
"female","BE",202032,2018,23969,0.503,50.3,529304,381.26,4528.4,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.39
"female","BE",202033,2105,26074,0.496,49.6,529304,397.69,4926.09,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.52
"female","BE",202034,3152,29226,0.522,52.2,529304,595.5,5521.59,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"female","BE",202035,4325,33551,0.543,54.3,529304,817.11,6338.7,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"female","BE",202036,4908,38459,0.532,53.2,529304,927.26,7265.96,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.51
"female","BE",202037,4732,43191,0.54,54,529304,894,8159.96,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.09
"female","BE",202038,4753,47944,0.524,52.4,529304,897.97,9057.93,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.6
"female","BE",202039,3399,51343,0.525,52.5,529304,642.16,9700.1,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.97
"female","BE",202040,3158,54501,0.487,48.7,529304,596.63,10296.73,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.13
"female","BE",202041,4454,58955,0.487,48.7,529304,841.48,11138.21,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.79
"female","BE",202042,6912,65867,0.506,50.6,529304,1305.87,12444.08,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12.27
"female","BE",202043,10123,75990,0.529,52.9,529304,1912.51,14356.59,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,18.38
"female","BE",202044,11933,87923,0.513,51.3,529304,2254.47,16611.06,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,21.7
"female","BE",202045,10804,98727,0.531,53.1,529304,2041.17,18652.23,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,22.42
"female","BE",202046,9735,108462,0.547,54.7,529304,1839.21,20491.44,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.09
"female","BE",202047,8812,117274,0.556,55.6,529304,1664.83,22156.27,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.24
"female","BE",202048,10197,127471,0.553,55.3,529304,1926.49,24082.76,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.15
"female","BE",202049,10262,137733,0.552,55.2,529304,1938.77,26021.53,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.52
"female","BE",202050,12746,150479,0.56,56,529304,2408.07,28429.6,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,15.27
"female","BE",202051,15515,165994,0.564,56.4,529304,2931.21,31360.81,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.84
"female","BE",202052,14015,180009,0.565,56.5,529304,2647.82,34008.62,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,11.3
"female","BE",202053,9956,189965,0.564,56.4,529304,1880.96,35889.58,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,14.15
"female","BE",202101,10396,200361,0.552,55.2,529304,1964.09,37853.67,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,12.81
"female","BE",202102,8909,209270,0.531,53.1,529304,1683.15,39536.83,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,9.73
"female","BE",202103,9078,218348,0.525,52.5,529304,1715.08,41251.91,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,7.78
"female","BE",202104,8525,226873,0.54,54,529304,1610.61,42862.51,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.11
