"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"male","CH",202009,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202010,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202011,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202012,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202013,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202014,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202015,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202016,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202017,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202018,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202019,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202020,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202021,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202022,12856,12856,0.488,48.8,4268863,301.16,301.16,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.81
"male","CH",202023,12324,25180,0.48,48,4268863,288.7,589.85,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.67
"male","CH",202024,16713,41893,0.468,46.8,4268863,391.51,981.36,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.71
"male","CH",202025,21705,63598,0.45,45,4268863,508.45,1489.81,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.46
"male","CH",202026,28003,91601,0.489,48.9,4268863,655.98,2145.79,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.79
"male","CH",202027,37571,129172,0.538,53.8,4268863,880.12,3025.91,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"male","CH",202028,23599,152771,0.477,47.7,4268863,552.82,3578.73,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"male","CH",202029,20717,173488,0.487,48.7,4268863,485.3,4064.03,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.21
"male","CH",202030,17287,190775,0.487,48.7,4268863,404.96,4468.99,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.7
"male","CH",202031,19120,209895,0.512,51.2,4268863,447.89,4916.88,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.72
"male","CH",202032,19488,229383,0.504,50.4,4268863,456.52,5373.4,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.35
"male","CH",202033,21217,250600,0.509,50.9,4268863,497.02,5870.42,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.16
"male","CH",202034,28882,279482,0.502,50.2,4268863,676.57,6546.99,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.93
"male","CH",202035,35035,314517,0.477,47.7,4268863,820.71,7367.7,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.41
"male","CH",202036,41390,355907,0.475,47.5,4268863,969.58,8337.28,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.4
"male","CH",202037,42445,398352,0.469,46.9,4268863,994.29,9331.57,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.78
"male","CH",202038,40889,439241,0.483,48.3,4268863,957.84,10289.41,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.05
"male","CH",202039,33146,472387,0.487,48.7,4268863,776.46,11065.87,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.77
"male","CH",202040,33686,506073,0.497,49.7,4268863,789.11,11854.98,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.76
"male","CH",202041,44743,550816,0.501,50.1,4268863,1048.12,12903.11,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.4
"male","CH",202042,62272,613088,0.492,49.2,4268863,1458.75,14361.86,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,15.81
"male","CH",202043,85576,698664,0.483,48.3,4268863,2004.66,16366.51,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,23.37
"male","CH",202044,102874,801538,0.473,47.3,4268863,2409.87,18776.38,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,27.21
"male","CH",202045,96333,897871,0.466,46.6,4268863,2256.64,21033.02,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,27.19
"male","CH",202046,81872,979743,0.455,45.5,4268863,1917.89,22950.91,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,24.67
"male","CH",202047,71636,1051379,0.454,45.4,4268863,1678.1,24629.02,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,21.49
"male","CH",202048,73043,1124422,0.456,45.6,4268863,1711.06,26340.08,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,18.02
"male","CH",202049,73970,1198392,0.45,45,4268863,1732.78,28072.86,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.21
"male","CH",202050,94433,1292825,0.451,45.1,4268863,2212.13,30285,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,15.77
"male","CH",202051,112226,1405051,0.462,46.2,4268863,2628.94,32913.94,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.95
"male","CH",202052,92949,1498000,0.452,45.2,4268863,2177.37,35091.31,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.89
"male","CH",202053,66068,1564068,0.444,44.4,4268863,1547.67,36638.98,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,17.34
"male","CH",202101,76639,1640707,0.46,46,4268863,1795.3,38434.29,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.43
"male","CH",202102,70002,1710709,0.477,47.7,4268863,1639.83,40074.11,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.43
"male","CH",202103,78148,1788857,0.481,48.1,4268863,1830.65,41904.76,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.9
"male","CH",202104,77911,1866768,0.466,46.6,4268863,1825.1,43729.86,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.55
"male","CH",202105,87969,1954737,0.474,47.4,4268863,2060.71,45790.58,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.24
"male","CH",202106,95289,2050026,0.493,49.3,4268863,2232.19,48022.76,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.72
"male","CH",202107,87196,2137222,0.495,49.5,4268863,2042.6,50065.37,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.4
"male","CH",202108,82438,2219660,0.492,49.2,4268863,1931.15,51996.52,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.93
"male","CH",202109,86018,2305678,0.493,49.3,4268863,2015.01,54011.52,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4.75
"male","CH",202110,96063,2401741,0.493,49.3,4268863,2250.32,56261.84,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.89
"male","CH",202111,113695,2515436,0.494,49.4,4268863,2663.36,58925.2,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.95
"male","CH",202112,35938,2551374,0.49,49,4268863,841.86,59767.06,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.74
"female","CH",202009,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202010,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202011,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202012,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202013,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202014,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202015,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202016,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202017,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202018,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202019,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202020,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202021,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202022,13479,13479,0.512,51.2,4337170,310.78,310.78,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.76
"female","CH",202023,13288,26767,0.518,51.8,4337170,306.37,617.15,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.54
"female","CH",202024,18844,45611,0.528,52.8,4337170,434.48,1051.63,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.55
"female","CH",202025,26273,71884,0.544,54.4,4337170,605.76,1657.39,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.39
"female","CH",202026,29278,101162,0.511,51.1,4337170,675.05,2332.44,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.59
"female","CH",202027,32308,133470,0.462,46.2,4337170,744.91,3077.35,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.06
"female","CH",202028,25824,159294,0.522,52.2,4337170,595.41,3672.76,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.22
"female","CH",202029,21845,181139,0.513,51.3,4337170,503.67,4176.43,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.75
"female","CH",202030,18239,199378,0.513,51.3,4337170,420.53,4596.96,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.49
"female","CH",202031,18233,217611,0.488,48.8,4337170,420.39,5017.35,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.29
"female","CH",202032,19200,236811,0.496,49.6,4337170,442.68,5460.03,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.2
"female","CH",202033,20462,257273,0.491,49.1,4337170,471.78,5931.82,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.95
"female","CH",202034,28582,285855,0.497,49.7,4337170,659,6590.82,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.32
"female","CH",202035,38325,324180,0.522,52.2,4337170,883.64,7474.46,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.86
"female","CH",202036,45721,369901,0.525,52.5,4337170,1054.17,8528.63,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.83
"female","CH",202037,48045,417946,0.531,53.1,4337170,1107.75,9636.38,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.39
"female","CH",202038,43703,461649,0.517,51.7,4337170,1007.64,10644.01,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.54
"female","CH",202039,34831,496480,0.512,51.2,4337170,803.08,11447.1,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.6
"female","CH",202040,34063,530543,0.503,50.3,4337170,785.37,12232.47,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.92
"female","CH",202041,44582,575125,0.499,49.9,4337170,1027.91,13260.37,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.6
"female","CH",202042,64201,639326,0.508,50.8,4337170,1480.25,14740.63,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,14.92
"female","CH",202043,91564,730890,0.517,51.7,4337170,2111.15,16851.77,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,21.83
"female","CH",202044,114376,845266,0.526,52.6,4337170,2637.11,19488.88,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,25.81
"female","CH",202045,110405,955671,0.534,53.4,4337170,2545.55,22034.44,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,25.98
"female","CH",202046,97942,1053613,0.544,54.4,4337170,2258.2,24292.64,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,23.4
"female","CH",202047,86190,1139803,0.546,54.6,4337170,1987.24,26279.88,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.16
"female","CH",202048,86942,1226745,0.543,54.3,4337170,2004.58,28284.46,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.23
"female","CH",202049,90202,1316947,0.549,54.9,4337170,2079.74,30364.2,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.39
"female","CH",202050,115044,1431991,0.549,54.9,4337170,2652.51,33016.71,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.76
"female","CH",202051,130301,1562292,0.537,53.7,4337170,3004.29,36021,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.67
"female","CH",202052,112611,1674903,0.547,54.7,4337170,2596.42,38617.42,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.3
"female","CH",202053,82674,1757577,0.555,55.5,4337170,1906.17,40523.59,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,16.21
"female","CH",202101,89932,1847509,0.54,54,4337170,2073.52,42597.11,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.43
"female","CH",202102,76807,1924316,0.523,52.3,4337170,1770.9,44368.01,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.54
"female","CH",202103,84262,2008578,0.519,51.9,4337170,1942.79,46310.8,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,9.1
"female","CH",202104,89307,2097885,0.534,53.4,4337170,2059.11,48369.9,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.44
"female","CH",202105,97443,2195328,0.525,52.5,4337170,2246.7,50616.6,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.92
"female","CH",202106,97959,2293287,0.507,50.7,4337170,2258.59,52875.19,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.66
"female","CH",202107,88930,2382217,0.505,50.5,4337170,2050.42,54925.61,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.48
"female","CH",202108,84833,2467050,0.506,50.6,4337170,1955.95,56881.56,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,4.65
"female","CH",202109,88117,2555167,0.505,50.5,4337170,2031.67,58913.23,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,4.63
"female","CH",202110,98716,2653883,0.507,50.7,4337170,2276.05,61189.28,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE,4.87
"female","CH",202111,116316,2770199,0.506,50.6,4337170,2681.84,63871.12,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE,4.91
"female","CH",202112,37342,2807541,0.509,50.9,4337170,860.98,64732.09,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE,5.38
"unknown","CH",202009,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202010,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202011,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202012,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202013,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202014,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202015,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202016,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202017,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202018,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202019,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202020,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202021,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202022,7,7,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202023,40,47,0.002,0.2,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202024,161,208,0.005,0.5,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202025,279,487,0.006,0.6,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202026,33,520,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202027,15,535,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202028,9,544,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,11.11
"unknown","CH",202029,6,550,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202030,3,553,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202031,6,559,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202032,2,561,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202033,10,571,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,10
"unknown","CH",202034,30,601,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202035,22,623,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,9.09
"unknown","CH",202036,20,643,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202037,34,677,0,0,NA,NA,NA,"COVID19Test","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.94
