"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"male","AR",202023,0,14,NA,NA,27938,0,50.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","AR",202024,0,14,NA,NA,27938,0,50.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202025,0,14,NA,NA,27938,0,50.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202026,1,15,1,100,27938,3.58,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202027,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202028,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202029,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202030,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202031,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202032,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202033,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202034,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202035,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202036,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202037,0,15,NA,NA,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202038,0,15,0,0,27938,0,53.69,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202039,1,16,1,100,27938,3.58,57.27,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202040,0,16,0,0,27938,0,57.27,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202041,0,16,NA,NA,27938,0,57.27,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202042,7,23,0.778,77.8,27938,25.06,82.33,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202043,7,30,0.7,70,27938,25.06,107.38,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202044,3,33,0.5,50,27938,10.74,118.12,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202045,7,40,0.5,50,27938,25.06,143.17,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202046,4,44,0.4,40,27938,14.32,157.49,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202047,5,49,0.625,62.5,27938,17.9,175.39,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202048,7,56,0.778,77.8,27938,25.06,200.44,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202049,7,63,0.467,46.7,27938,25.06,225.5,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202050,4,67,0.571,57.1,27938,14.32,239.82,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202051,5,72,0.385,38.5,27938,17.9,257.71,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202052,6,78,0.75,75,27938,21.48,279.19,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202053,2,80,0.333,33.3,27938,7.16,286.35,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202101,3,83,0.333,33.3,27938,10.74,297.09,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202102,4,87,0.571,57.1,27938,14.32,311.4,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202103,2,89,0.4,40,27938,7.16,318.56,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202104,2,91,0.5,50,27938,7.16,325.72,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202105,2,93,1,100,27938,7.16,332.88,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202106,1,94,1,100,27938,3.58,336.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202107,0,94,0,0,27938,0,336.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"male","AR",202108,0,94,NA,NA,27938,0,336.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"male","AR",202109,0,94,NA,NA,27938,0,336.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"male","AR",202110,3,97,0.75,75,27938,10.74,347.2,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"male","AR",202111,0,97,0,0,27938,0,347.2,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"male","AR",202112,0,97,NA,NA,27938,0,347.2,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"male","BE",202009,1,1,0.333,33.3,510170,0.2,0.2,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202010,4,5,0.5,50,510170,0.78,0.98,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202011,5,10,0.625,62.5,510170,0.98,1.96,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202012,33,43,0.75,75,510170,6.47,8.43,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202013,39,82,0.591,59.1,510170,7.64,16.07,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202014,19,101,0.5,50,510170,3.72,19.8,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202015,9,110,0.643,64.3,510170,1.76,21.56,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202016,10,120,0.769,76.9,510170,1.96,23.52,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202017,2,122,0.5,50,510170,0.39,23.91,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202018,1,123,0.2,20,510170,0.2,24.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202019,2,125,0.5,50,510170,0.39,24.5,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202020,2,127,0.667,66.7,510170,0.39,24.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202021,0,127,0,0,510170,0,24.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202022,0,127,NA,NA,510170,0,24.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202023,0,127,NA,NA,510170,0,24.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202024,1,128,1,100,510170,0.2,25.09,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202025,1,129,0.333,33.3,510170,0.2,25.29,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202026,0,129,0,0,510170,0,25.29,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202027,3,132,0.6,60,510170,0.59,25.87,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202028,1,133,0.333,33.3,510170,0.2,26.07,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202029,1,134,0.5,50,510170,0.2,26.27,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202030,3,137,0.75,75,510170,0.59,26.85,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202031,2,139,1,100,510170,0.39,27.25,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202032,3,142,0.6,60,510170,0.59,27.83,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202033,1,143,0.25,25,510170,0.2,28.03,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202034,2,145,0.667,66.7,510170,0.39,28.42,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202035,2,147,0.5,50,510170,0.39,28.81,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202036,1,148,0.333,33.3,510170,0.2,29.01,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202037,2,150,0.4,40,510170,0.39,29.4,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202038,13,163,0.65,65,510170,2.55,31.95,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202039,4,167,0.333,33.3,510170,0.78,32.73,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202040,5,172,0.312,31.2,510170,0.98,33.71,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202041,19,191,0.633,63.3,510170,3.72,37.44,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202042,42,233,0.627,62.7,510170,8.23,45.67,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202043,65,298,0.474,47.4,510170,12.74,58.41,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202044,106,404,0.602,60.2,510170,20.78,79.19,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202045,110,514,0.576,57.6,510170,21.56,100.75,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202046,97,611,0.581,58.1,510170,19.01,119.76,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202047,75,686,0.532,53.2,510170,14.7,134.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202048,79,765,0.59,59,510170,15.49,149.95,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202049,64,829,0.516,51.6,510170,12.54,162.49,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202050,91,920,0.587,58.7,510170,17.84,180.33,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202051,68,988,0.591,59.1,510170,13.33,193.66,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202052,61,1049,0.526,52.6,510170,11.96,205.62,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202053,86,1135,0.573,57.3,510170,16.86,222.47,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202101,55,1190,0.514,51.4,510170,10.78,233.26,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202102,40,1230,0.526,52.6,510170,7.84,241.1,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202103,22,1252,0.524,52.4,510170,4.31,245.41,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202104,27,1279,0.5,50,510170,5.29,250.7,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202105,27,1306,0.529,52.9,510170,5.29,255.99,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202106,23,1329,0.622,62.2,510170,4.51,260.5,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202107,9,1338,0.409,40.9,510170,1.76,262.27,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BE",202108,16,1354,0.593,59.3,510170,3.14,265.4,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE
"male","BE",202109,24,1378,0.727,72.7,510170,4.7,270.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE
"male","BE",202110,11,1389,0.423,42.3,510170,2.16,272.26,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,TRUE
"male","BE",202111,17,1406,0.531,53.1,510170,3.33,275.59,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,TRUE
"male","BE",202112,3,1409,0.75,75,510170,0.59,276.18,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-12",FALSE,FALSE,FALSE,FALSE,FALSE
"male","BL",202009,1,1,0.333,33.3,141890,0.7,0.7,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202010,2,3,1,100,141890,1.41,2.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202011,7,10,0.583,58.3,141890,4.93,7.05,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202012,27,37,0.614,61.4,141890,19.03,26.08,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202013,27,64,0.643,64.3,141890,19.03,45.11,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202014,19,83,0.655,65.5,141890,13.39,58.5,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202015,11,94,0.647,64.7,141890,7.75,66.25,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202016,7,101,0.636,63.6,141890,4.93,71.18,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202017,1,102,0.5,50,141890,0.7,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202018,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202019,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202020,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202021,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202022,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202023,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202024,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202025,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202026,0,102,0,0,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202027,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202028,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202029,0,102,NA,NA,141890,0,71.89,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202030,1,103,1,100,141890,0.7,72.59,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202031,0,103,0,0,141890,0,72.59,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202032,1,104,1,100,141890,0.7,73.3,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202033,0,104,0,0,141890,0,73.3,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202034,0,104,NA,NA,141890,0,73.3,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202035,1,105,0.5,50,141890,0.7,74,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202036,0,105,NA,NA,141890,0,74,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202037,1,106,0.5,50,141890,0.7,74.71,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202038,0,106,0,0,141890,0,74.71,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202039,0,106,0,0,141890,0,74.71,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202040,1,107,1,100,141890,0.7,75.41,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202041,4,111,0.571,57.1,141890,2.82,78.23,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202042,8,119,0.471,47.1,141890,5.64,83.87,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202043,15,134,0.652,65.2,141890,10.57,94.44,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202044,17,151,0.531,53.1,141890,11.98,106.42,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202045,27,178,0.659,65.9,141890,19.03,125.45,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202046,31,209,0.554,55.4,141890,21.85,147.3,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202047,31,240,0.608,60.8,141890,21.85,169.15,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202048,28,268,0.651,65.1,141890,19.73,188.88,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202049,14,282,0.483,48.3,141890,9.87,198.75,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202050,22,304,0.647,64.7,141890,15.5,214.25,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202051,23,327,0.523,52.3,141890,16.21,230.46,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202052,21,348,0.447,44.7,141890,14.8,245.26,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202053,20,368,0.556,55.6,141890,14.1,259.36,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202101,15,383,0.6,60,141890,10.57,269.93,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202102,13,396,0.619,61.9,141890,9.16,279.09,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202103,8,404,0.727,72.7,141890,5.64,284.73,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202104,4,408,1,100,141890,2.82,287.55,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202105,3,411,1,100,141890,2.11,289.66,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202106,7,418,0.7,70,141890,4.93,294.59,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE
"male","BL",202107,2,420,0.333,33.3,141890,1.41,296,"COVID19Hosp","sex","2021-03-24_07-49-49","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE
