"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202102,"FR","60 - 69",163,"altersklasse_covid19",33114,261,0.49,0.69,0.79,229.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.125,12.5
202103,"FR","60 - 69",243,"altersklasse_covid19",33114,504,0.73,1.04,1.52,345.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.073,7.3
202104,"FR","60 - 69",384,"altersklasse_covid19",33114,888,1.16,1.37,2.68,454.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.101,10.1
202105,"FR","60 - 69",721,"altersklasse_covid19",33114,1609,2.18,1.71,4.86,566,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.157,15.7
202106,"FR","60 - 69",807,"altersklasse_covid19",33114,2416,2.44,2.14,7.3,709.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.157,15.7
202107,"FR","60 - 69",826,"altersklasse_covid19",33114,3242,2.49,2.33,9.79,770.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.138,13.8
202108,"FR","60 - 69",818,"altersklasse_covid19",33114,4060,2.47,2.4,12.26,795.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.139,13.9
202109,"FR","60 - 69",1165,"altersklasse_covid19",33114,5225,3.52,NA,15.78,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.167,16.7
202110,"FR","60 - 69",672,"altersklasse_covid19",33114,5897,2.03,NA,17.81,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.2,20
202111,"FR","60 - 69",560,"altersklasse_covid19",33114,6457,1.69,NA,19.5,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.207,20.7
202052,"FR","70 - 79",0,"altersklasse_covid19",23665,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"FR","70 - 79",73,"altersklasse_covid19",23665,73,0.31,NA,0.31,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.101,10.1
202101,"FR","70 - 79",58,"altersklasse_covid19",23665,131,0.25,NA,0.55,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.109,10.9
202102,"FR","70 - 79",198,"altersklasse_covid19",23665,329,0.84,2.42,1.39,573.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.152,15.2
202103,"FR","70 - 79",1075,"altersklasse_covid19",23665,1404,4.54,3.41,5.93,807.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.322,32.2
202104,"FR","70 - 79",1208,"altersklasse_covid19",23665,2612,5.1,4.7,11.04,1112.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.319,31.9
202105,"FR","70 - 79",1402,"altersklasse_covid19",23665,4014,5.92,6.13,16.96,1450.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.306,30.6
202106,"FR","70 - 79",1641,"altersklasse_covid19",23665,5655,6.93,7.53,23.9,1783.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.319,31.9
202107,"FR","70 - 79",2203,"altersklasse_covid19",23665,7858,9.31,7.56,33.21,1790.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.369,36.9
202108,"FR","70 - 79",2429,"altersklasse_covid19",23665,10287,10.26,7.37,43.47,1744.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.411,41.1
202109,"FR","70 - 79",2525,"altersklasse_covid19",23665,12812,10.67,NA,54.14,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.362,36.2
202110,"FR","70 - 79",1127,"altersklasse_covid19",23665,13939,4.76,NA,58.9,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.335,33.5
202111,"FR","70 - 79",887,"altersklasse_covid19",23665,14826,3.75,NA,62.65,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.327,32.7
202052,"FR","80+",0,"altersklasse_covid19",12913,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"FR","80+",365,"altersklasse_covid19",12913,365,2.83,NA,2.83,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.503,50.3
202101,"FR","80+",259,"altersklasse_covid19",12913,624,2.01,NA,4.83,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.489,48.9
202102,"FR","80+",468,"altersklasse_covid19",12913,1092,3.62,5.46,8.46,705.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.358,35.8
202103,"FR","80+",1020,"altersklasse_covid19",12913,2112,7.9,6.96,16.36,898.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.305,30.5
202104,"FR","80+",1385,"altersklasse_covid19",12913,3497,10.73,8.59,27.08,1109.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.366,36.6
202105,"FR","80+",1440,"altersklasse_covid19",12913,4937,11.15,10.26,38.23,1324.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.314,31.4
202106,"FR","80+",1354,"altersklasse_covid19",12913,6291,10.49,11.93,48.72,1540,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.263,26.3
202107,"FR","80+",1841,"altersklasse_covid19",12913,8132,14.26,11.54,62.98,1490.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.308,30.8
202108,"FR","80+",1765,"altersklasse_covid19",12913,9897,13.67,10.7,76.64,1382,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.299,29.9
202109,"FR","80+",1975,"altersklasse_covid19",12913,11872,15.29,NA,91.94,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.283,28.3
202110,"FR","80+",674,"altersklasse_covid19",12913,12546,5.22,NA,97.16,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.2,20
202111,"FR","80+",625,"altersklasse_covid19",12913,13171,4.84,NA,102,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.231,23.1
202052,"GE","0 - 9",0,"altersklasse_covid19",52912,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","0 - 9",0,"altersklasse_covid19",52912,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"GE","0 - 9",0,"altersklasse_covid19",52912,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"GE","0 - 9",0,"altersklasse_covid19",52912,0,0,0,0,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"GE","0 - 9",1,"altersklasse_covid19",52912,1,0,0,0,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"GE","0 - 9",0,"altersklasse_covid19",52912,1,0,0,0,0.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202105,"GE","0 - 9",0,"altersklasse_covid19",52912,1,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202106,"GE","0 - 9",0,"altersklasse_covid19",52912,1,0,0,0,0.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"GE","0 - 9",0,"altersklasse_covid19",52912,1,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"GE","0 - 9",1,"altersklasse_covid19",52912,2,0,0,0,0.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202109,"GE","0 - 9",1,"altersklasse_covid19",52912,3,0,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202110,"GE","0 - 9",0,"altersklasse_covid19",52912,3,0,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202111,"GE","0 - 9",2,"altersklasse_covid19",52912,5,0,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202052,"GE","10 - 19",0,"altersklasse_covid19",53165,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","10 - 19",0,"altersklasse_covid19",53165,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"GE","10 - 19",0,"altersklasse_covid19",53165,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"GE","10 - 19",0,"altersklasse_covid19",53165,0,0,0,0,1.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202103,"GE","10 - 19",2,"altersklasse_covid19",53165,2,0,0,0,1.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202104,"GE","10 - 19",3,"altersklasse_covid19",53165,5,0.01,0,0.01,1.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202105,"GE","10 - 19",4,"altersklasse_covid19",53165,9,0.01,0,0.02,2.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202106,"GE","10 - 19",1,"altersklasse_covid19",53165,10,0,0.01,0.02,4.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202107,"GE","10 - 19",2,"altersklasse_covid19",53165,12,0,0.01,0.02,6.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202108,"GE","10 - 19",6,"altersklasse_covid19",53165,18,0.01,0.02,0.03,8.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202109,"GE","10 - 19",15,"altersklasse_covid19",53165,33,0.03,NA,0.06,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202110,"GE","10 - 19",13,"altersklasse_covid19",53165,46,0.02,NA,0.09,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202111,"GE","10 - 19",20,"altersklasse_covid19",53165,66,0.04,NA,0.12,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.002,0.2
202052,"GE","20 - 29",0,"altersklasse_covid19",65068,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","20 - 29",0,"altersklasse_covid19",65068,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202101,"GE","20 - 29",0,"altersklasse_covid19",65068,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0,0
202102,"GE","20 - 29",6,"altersklasse_covid19",65068,6,0.01,0.02,0.01,11.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.001,0.1
202103,"GE","20 - 29",9,"altersklasse_covid19",65068,15,0.01,0.02,0.02,14.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.002,0.2
202104,"GE","20 - 29",38,"altersklasse_covid19",65068,53,0.06,0.03,0.08,17,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.007,0.7
202105,"GE","20 - 29",27,"altersklasse_covid19",65068,80,0.04,0.08,0.12,52.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.005,0.5
202106,"GE","20 - 29",19,"altersklasse_covid19",65068,99,0.03,0.16,0.15,103.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.002,0.2
202107,"GE","20 - 29",20,"altersklasse_covid19",65068,119,0.03,0.22,0.18,142.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.002,0.2
202108,"GE","20 - 29",246,"altersklasse_covid19",65068,365,0.38,0.27,0.56,175.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.024,2.4
202109,"GE","20 - 29",366,"altersklasse_covid19",65068,731,0.56,NA,1.12,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.034,3.4
202110,"GE","20 - 29",282,"altersklasse_covid19",65068,1013,0.43,NA,1.56,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.029,2.9
202111,"GE","20 - 29",268,"altersklasse_covid19",65068,1281,0.41,NA,1.97,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.024,2.4
202052,"GE","30 - 39",0,"altersklasse_covid19",76120,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","30 - 39",1,"altersklasse_covid19",76120,1,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.018,1.8
202101,"GE","30 - 39",7,"altersklasse_covid19",76120,8,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.003,0.3
202102,"GE","30 - 39",12,"altersklasse_covid19",76120,20,0.02,0.04,0.03,30.29,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.003,0.3
202103,"GE","30 - 39",17,"altersklasse_covid19",76120,37,0.02,0.05,0.05,36.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.004,0.4
202104,"GE","30 - 39",92,"altersklasse_covid19",76120,129,0.12,0.06,0.17,45,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.016,1.6
202105,"GE","30 - 39",83,"altersklasse_covid19",76120,212,0.11,0.15,0.28,112.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.015,1.5
202106,"GE","30 - 39",41,"altersklasse_covid19",76120,253,0.05,0.28,0.33,213.57,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.005,0.5
202107,"GE","30 - 39",63,"altersklasse_covid19",76120,316,0.08,0.37,0.42,281.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.007,0.7
202108,"GE","30 - 39",482,"altersklasse_covid19",76120,798,0.63,0.46,1.05,350.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.047,4.7
202109,"GE","30 - 39",717,"altersklasse_covid19",76120,1515,0.94,NA,1.99,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.068,6.8
202110,"GE","30 - 39",494,"altersklasse_covid19",76120,2009,0.65,NA,2.64,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.052,5.2
202111,"GE","30 - 39",576,"altersklasse_covid19",76120,2585,0.76,NA,3.4,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.052,5.2
202052,"GE","40 - 49",0,"altersklasse_covid19",76190,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","40 - 49",4,"altersklasse_covid19",76190,4,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.071,7.1
202101,"GE","40 - 49",7,"altersklasse_covid19",76190,11,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.003,0.3
202102,"GE","40 - 49",15,"altersklasse_covid19",76190,26,0.02,0.09,0.03,71.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.003,0.3
202103,"GE","40 - 49",25,"altersklasse_covid19",76190,51,0.03,0.11,0.07,84.71,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.005,0.5
202104,"GE","40 - 49",266,"altersklasse_covid19",76190,317,0.35,0.13,0.42,97,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.046,4.6
202105,"GE","40 - 49",183,"altersklasse_covid19",76190,500,0.24,0.24,0.66,185.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.033,3.3
202106,"GE","40 - 49",93,"altersklasse_covid19",76190,593,0.12,0.46,0.78,351.14,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.011,1.1
202107,"GE","40 - 49",90,"altersklasse_covid19",76190,683,0.12,0.6,0.9,455.43,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.01,1
202108,"GE","40 - 49",624,"altersklasse_covid19",76190,1307,0.82,0.72,1.72,549.86,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.061,6.1
202109,"GE","40 - 49",1177,"altersklasse_covid19",76190,2484,1.54,NA,3.26,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.111,11.1
202110,"GE","40 - 49",755,"altersklasse_covid19",76190,3239,0.99,NA,4.25,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.079,7.9
202111,"GE","40 - 49",927,"altersklasse_covid19",76190,4166,1.22,NA,5.47,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.083,8.3
202052,"GE","50 - 59",0,"altersklasse_covid19",71485,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",NA,NA
202053,"GE","50 - 59",4,"altersklasse_covid19",71485,4,0.01,NA,0.01,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.071,7.1
202101,"GE","50 - 59",7,"altersklasse_covid19",71485,11,0.01,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-03-23_09-08-35","detailed",0.003,0.3
